param_id,param_id_hex,address,address_hex,region,firmware_variable,e2m_parameter
4159,0x103F,396540,0x00060CFC,ROM,,
4160,0x1040,396500,0x00060CD4,ROM,,
4161,0x1041,396574,0x00060D1E,ROM,,
4162,0x1042,8420346,0x00807BFA,RAM,number_of_aux_driver_errors_that_must_be_seen_before_fault_is_1_10,
4163,0x1043,8424142,0x00808ACE,RAM,,
4164,0x1044,16777224,0x01000008,EEPROM,checksum_for_flash_parameter_block_1_0_ff,
4165,0x1045,8431856,0x0080A8F0,RAM,,
4166,0x1046,8419924,0x00807A54,RAM,,
4167,0x1047,8432258,0x0080AA82,RAM,validated_percent_throttle_commanded_by_driver_0_100,
4168,0x1048,8420574,0x00807CDE,RAM,engine_fault_timer_init,CRSPICRP
4169,0x1049,8444674,0x0080DB02,RAM,,
4170,0x104A,8431864,0x0080A8F8,RAM,,ALPHA
4171,0x104B,8420000,0x00807AA0,RAM,rate_at_which_alpha_increases_while_alpha_is_below_the_alpha_thr_0_1,APRM01RT
4172,0x104C,8431862,0x0080A8F6,RAM,,
4173,0x104D,393454,0x000600EE,ROM,,
4174,0x104E,393484,0x0006010C,ROM,,
4175,0x104F,393528,0x00060138,ROM,,
4176,0x1050,8445650,0x0080DED2,RAM,,FSDSFL
4177,0x1051,8442670,0x0080D32E,RAM,,FSFNFL
4178,0x1052,8421380,0x00808004,RAM,,
4179,0x1053,8442686,0x0080D33E,RAM,,FCACRQST
4180,0x1054,395418,0x0006089A,ROM,,
4181,0x1055,395374,0x0006086E,ROM,,
4182,0x1056,395428,0x000608A4,ROM,,
4183,0x1057,395640,0x00060978,ROM,,
4184,0x1058,395596,0x0006094C,ROM,,
4185,0x1059,395650,0x00060982,ROM,,
4186,0x105A,8442728,0x0080D368,RAM,fueling_value_at_100_throttle_0_100,
4187,0x105B,8445544,0x0080DE68,RAM,timing_advance_added_to_base_timing_anytime_afc_is_limiting_fu_0_120,
4188,0x105C,8424046,0x00808A6E,RAM,calibratible_timing_increment_that_is_added_to_base_timing_any_0_120,
4189,0x105D,8445640,0x0080DEC8,RAM,j1708_transmit_buffer_2_32_ddc6.base_ptr+2,FSLMFL
4190,0x105E,8442008,0x0080D098,RAM,engine_mode_timing_init_flag,
4191,0x105F,8421098,0x00807EEA,RAM,engine_speed_at_which_the_algorithm_stops_commanding_fuel_0_1400,ESVTHLTD
4192,0x1060,8421430,0x00808036,RAM,,
4193,0x1061,8443428,0x0080D624,RAM,,
4194,0x1062,8421688,0x00808138,RAM,incremental_step_in_hsg_reference_used_when_reference_is_incre_0_300,
4195,0x1063,8443460,0x0080D644,RAM,,HSRFST
4196,0x1064,8421942,0x00808236,RAM,added_to_4d_fueling_at_lsg_adjusted_reference_speed_to_det_max_5_5,
4197,0x1065,8444638,0x0080DADE,RAM,,
4198,0x1066,8422202,0x0080833A,RAM,cold_idle_coolant_temperature_50_to_293,
4199,0x1067,8444674,0x0080DB02,RAM,,
4200,0x1068,8442056,0x0080D0C8,RAM,smoke_limiter_output_value,
4201,0x1069,16778442,0x010004CA,EEPROM,blank_spot_replacing_key_off_count_0_65535,
4202,0x106A,16778464,0x010004E0,EEPROM,cumulative_count_of_non_power_up_resets_none,
4203,0x106B,16777608,0x01000188,EEPROM,,AENBLFLG
4204,0x106C,8442782,0x0080D39E,RAM,,GRGRRA
4205,0x106D,8421410,0x00808022,RAM,,
4208,0x1070,8441036,0x0080CCCC,RAM,,EBCOSS
4209,0x1071,8420832,0x00807DE0,RAM,,
4210,0x1072,8422194,0x00808332,RAM,idle_increment_decrement_step_value_0_100,
4211,0x1073,8412938,0x00805F0A,RAM,rpm_added_to_lsg_reference_300_300,
4212,0x1074,8417754,0x008071DA,RAM,blank_spot_for_esdn_backwards_compatibility_0_0_1,
4213,0x1075,8417760,0x008071E0,RAM,,
4214,0x1076,8417782,0x008071F6,RAM,,
4215,0x1077,8445668,0x0080DEE4,RAM,,
4218,0x107A,8432012,0x0080A98C,RAM,all_speed_governor_reference_speed_based_upon_throttle_positi_0_3000,
4219,0x107B,8420314,0x00807BDA,RAM,ASFTCF,ASFTCF
4220,0x107C,8431980,0x0080A96C,RAM,,ASDV
4221,0x107D,8420030,0x00807ABE,RAM,ASDVDELM,ASDVDELM
4222,0x107E,44082,0x0000AC32,ROM,,
4223,0x107F,16779104,0x01000760,EEPROM,,
4224,0x1080,8445560,0x0080DE78,RAM,fault_to_erase_none,
4225,0x1081,8444764,0x0080DB5C,RAM,bit_13_of_0_15_cpu_output_port_1_bit_5_warning_lamp_yellow_none,
4226,0x1082,395194,0x000607BA,ROM,,
4227,0x1083,8437150,0x0080BD9E,RAM,manifold_temp_lookup_result_2,DPSS
4228,0x1084,395222,0x000607D6,ROM,,
4229,0x1085,395236,0x000607E4,ROM,,
4230,0x1086,395098,0x0006075A,ROM,,
4231,0x1087,395126,0x00060776,ROM,,
4232,0x1088,394872,0x00060678,ROM,,
4233,0x1089,394900,0x00060694,ROM,,
4234,0x108A,394916,0x000606A4,ROM,,
4235,0x108B,394646,0x00060596,ROM,,
4236,0x108C,394674,0x000605B2,ROM,,
4237,0x108D,394816,0x00060640,ROM,,
4238,0x108E,394844,0x0006065C,ROM,,
4239,0x108F,8420600,0x00807CF8,RAM,enable_flag_that_indicates_presence_of_an_ambient_air_press_true_false,AAPRSNST
4240,0x1090,8432284,0x0080AA9C,RAM,expected_intake_temperature_based_on_mass_fuel_rate_calcula_50_to_293,
4241,0x1091,8442702,0x0080D34E,RAM,fso_state_desired_from_fuel_system_specific_algorithms_1_off_on_off,
4242,0x1092,8436936,0x0080BCC8,RAM,bit_mapped_system_switch_status_0_false_1_true_bcc8,
4243,0x1093,8425948,0x008091DC,RAM,none_none,
4244,0x1094,8444574,0x0080DA9E,RAM,determined_state_of_operation_of_lamp_1_on_off_short,
4245,0x1095,8442794,0x0080D3AA,RAM,,GROGOSTR
4246,0x1096,8411070,0x008057BE,RAM,engine_startup_inhibit_true_false,
4247,0x1097,8411348,0x008058D4,RAM,DGAEFUBF,DGAEFUBF
4248,0x1098,397818,0x000611FA,ROM,,
4249,0x1099,397838,0x0006120E,ROM,,
4250,0x109A,397858,0x00061222,ROM,,
4251,0x109B,397878,0x00061236,ROM,,
4252,0x109C,8444700,0x0080DB1C,RAM,,
4253,0x109D,8423812,0x00808984,RAM,max_engine_speed_for_pto_engagement_600_2500,
4254,0x109E,8444964,0x0080DC24,RAM,,
4255,0x109F,8431906,0x0080A922,RAM,,
4256,0x10A0,8420026,0x00807ABA,RAM,engine_speed_above_which_derating_will_occur_when_ambient_air_0_8000,
4257,0x10A1,394116,0x00060384,ROM,,
4258,0x10A2,394160,0x000603B0,ROM,,
4259,0x10A3,394170,0x000603BA,ROM,,
4260,0x10A4,8430220,0x0080A28C,RAM,,
4261,0x10A5,8419874,0x00807A22,RAM,minimum_amount_of_time_which_the_anc_fuel_limit_will_be_active_0_20,
4262,0x10A6,393374,0x0006009E,ROM,,
4263,0x10A7,393394,0x000600B2,ROM,,
4264,0x10A8,393414,0x000600C6,ROM,,
4265,0x10A9,393434,0x000600DA,ROM,,
4266,0x10AA,8423576,0x00808898,RAM,,
4267,0x10AB,8444928,0x0080DC00,RAM,,
4269,0x10AD,398060,0x000612EC,ROM,,
4270,0x10AE,398186,0x0006136A,ROM,,
4271,0x10AF,398152,0x00061348,ROM,,
4272,0x10B0,8442076,0x0080D0DC,RAM,,EPCVSA
4273,0x10B1,8442490,0x0080D27A,RAM,epf_shutdown_engine_command_from_restart_limitation_a_1_true_0_false,EPRYO2SO
4274,0x10B2,8411072,0x008057C0,RAM,coolant_level_fueling_severity_index_0_0_1_0,
4275,0x10B3,8411342,0x008058CE,RAM,,
4276,0x10B4,8421170,0x00807F32,RAM,time_to_reach_full_derate_during_engine_protection_fuelin_0_0039_256,
4277,0x10B5,8421174,0x00807F36,RAM,fills_hole_left_by_making_engine_protection_rpm_delta_a_globa_0_3000,EPRPDC
4278,0x10B6,8420236,0x00807B8C,RAM,ASJCFTCS,ASJCFTCS
4279,0x10B7,8417330,0x00807032,RAM,,
4281,0x10B9,8421180,0x00807F3C,RAM,max_number_of_shutdowns_before_restart_is_not_allowed_0_255,
4282,0x10BA,8417654,0x00807176,RAM,,
4283,0x10BB,8417704,0x008071A8,RAM,,
4284,0x10BC,397776,0x000611D0,ROM,,
4285,0x10BD,397790,0x000611DE,ROM,,
4286,0x10BE,397804,0x000611EC,ROM,,
4287,0x10BF,8444766,0x0080DB5E,RAM,,
4290,0x10C2,8442716,0x0080D35C,RAM,,
4291,0x10C3,8421714,0x00808152,RAM,calibrated_engine_speed_limit_used_when_there_is_an_inj_f_1400_2100,
4292,0x10C4,8443526,0x0080D686,RAM,,
4293,0x10C5,8424134,0x00808AC6,RAM,,
4294,0x10C6,8445674,0x0080DEEA,RAM,,
4295,0x10C7,8445036,0x0080DC6C,RAM,calibration_bank_selector,
4296,0x10C8,8421292,0x00807FAC,RAM,,
4297,0x10C9,8442582,0x0080D2D6,RAM,tpu_transmission_state_machine,FCSS
4300,0x10CC,8421704,0x00808148,RAM,,
4301,0x10CD,8443506,0x0080D672,RAM,,HSIRMNBK
4302,0x10CE,8421902,0x0080820E,RAM,,JCEBRPOF
4303,0x10CF,8444600,0x0080DAB8,RAM,,
4307,0x10D3,8442704,0x0080D350,RAM,fss_adjustment_to_compensate_for_delta_between_injected_and_co_0_100,
4308,0x10D4,8409854,0x008052FE,RAM,,
4314,0x10DA,8410426,0x0080553A,RAM,,
4315,0x10DB,8443308,0x0080D5AC,RAM,signal_transmitted_by_slave_to_signify_beginning_of_data_transfer_n_a,
4316,0x10DC,8444682,0x0080DB0A,RAM,,
4319,0x10DF,8420674,0x00807D42,RAM,jcomm_frict_load_at_600_rpm_point_used_to_calculate_frictional_0_100,JCFCLD06
4320,0x10E0,395154,0x00060792,ROM,,
4321,0x10E1,395174,0x000607A6,ROM,,
4322,0x10E2,8436852,0x0080BC74,RAM,jcomm_no_load_torque_estimated_frictional_no_load_fueling_val_0_100,
4323,0x10E3,397182,0x00060F7E,ROM,,
4324,0x10E4,8444382,0x0080D9DE,RAM,,
4325,0x10E5,8444394,0x0080D9EA,RAM,byte_indicating_retarder_commands_as_received_over_datalink_0_255,
4326,0x10E6,8444388,0x0080D9E4,RAM,,
4327,0x10E7,8421758,0x0080817E,RAM,JCEGDSRP,JCEGDSRP
4328,0x10E8,8444492,0x0080DA4C,RAM,byte_indicating_engine_commands_as_received_over_datalink_0_255,JCEGCOBY
4330,0x10EA,8422170,0x0080831A,RAM,breakpoint_between_mid_gear_and_default_gains_based_on_over_0_2_255,
4331,0x10EB,8422196,0x00808334,RAM,lsg_p_gain_passed_from_fuel_system_specific_algorithm_0_0_4348,
4332,0x10EC,8422164,0x00808314,RAM,,
4333,0x10ED,8444612,0x0080DAC4,RAM,,
4334,0x10EE,8421918,0x0080821E,RAM,,
4335,0x10EF,8444610,0x0080DAC2,RAM,allow_aggressive_logic_0_inhibit_aggressive_logic_1_0_1,
4336,0x10F0,8422562,0x008084A2,RAM,the_can_cpu_interface_register_0_255,
4337,0x10F1,8422590,0x008084BE,RAM,,
4338,0x10F2,394438,0x000604C6,ROM,,
4339,0x10F3,394448,0x000604D0,ROM,,
4340,0x10F4,394458,0x000604DA,ROM,,
4341,0x10F5,394468,0x000604E4,ROM,,
4342,0x10F6,394478,0x000604EE,ROM,,
4343,0x10F7,394488,0x000604F8,ROM,,
4344,0x10F8,394498,0x00060502,ROM,,
4345,0x10F9,394508,0x0006050C,ROM,,
4346,0x10FA,394518,0x00060516,ROM,,
4347,0x10FB,394528,0x00060520,ROM,,
4348,0x10FC,8423846,0x008089A6,RAM,jcomm_reference_retarder_torque_reference_ret_torque_that_co_0_64255,JCRFRDTQ
4349,0x10FD,16778866,0x01000672,EEPROM,,
4350,0x10FE,16778988,0x010006EC,EEPROM,,
4351,0x10FF,16779014,0x01000706,EEPROM,,
4352,0x1100,16779040,0x01000720,EEPROM,j1939_engine_control_status_0_inactive_0_1,
4353,0x1101,16778842,0x0100065A,EEPROM,,
4354,0x1102,8444438,0x0080DA16,RAM,,JCEGIDTQ
4355,0x1103,8432148,0x0080AA14,RAM,jcomm_ind_retarder_torque_amount_of_torque_provided_by_retarde_0_125,
4356,0x1104,8421726,0x0080815E,RAM,jcomm_peak_fueling_ref_fuel_for_all_indicated_percent_peak_tor_0_100,JCINPKFL
4357,0x1105,8423842,0x008089A2,RAM,blank_spot_for_pwm_a_period_0_7,
4379,0x111B,397212,0x00060F9C,ROM,,
4380,0x111C,8420632,0x00807D18,RAM,DCMNHIES,DCMNHIES
4381,0x111D,8420638,0x00807D1E,RAM,,
4382,0x111E,8420658,0x00807D32,RAM,,
4383,0x111F,8436428,0x0080BACC,RAM,short_term_map_1_processing_total_0_500_0,DCPR01TL
4384,0x1120,8436440,0x0080BAD8,RAM,DCSHPR01,DCSHPR01
4385,0x1121,8436646,0x0080BBA6,RAM,DCSHPR02,DCSHPR02
4386,0x1122,8409992,0x00805388,RAM,duty_cycle_mon_approxiamte_short_term_map_1_start_0_0_50000_0,
4387,0x1123,8410012,0x0080539C,RAM,DCMNMP01,DCMNMP01
4388,0x1124,8410116,0x00805404,RAM,DCMNMP02,DCMNMP02
4389,0x1125,8410220,0x0080546C,RAM,,
4390,0x1126,8445076,0x0080DC94,RAM,j1708_transmit_buffer_0_2_32,
4391,0x1127,8445382,0x0080DDC6,RAM,j1708_transmit_buffer_2_32_ddc6,
4392,0x1128,8445386,0x0080DDCA,RAM,j1708_receive_buffer_2_32,
4395,0x112B,8417366,0x00807056,RAM,,
4396,0x112C,8417402,0x0080707A,RAM,,
4397,0x112D,8417438,0x0080709E,RAM,custom_oil_pressure_threshold,
4398,0x112E,8417474,0x008070C2,RAM,,
4399,0x112F,8417510,0x008070E6,RAM,,
4400,0x1130,8417546,0x0080710A,RAM,,
4401,0x1131,8417582,0x0080712E,RAM,,
4402,0x1132,8417618,0x00807152,RAM,,
4416,0x1140,8411102,0x008057DE,RAM,coolant_temp_fueling_severity_index_0_0_1_0,
4417,0x1141,8411132,0x008057FC,RAM,intake_man_temp_fueling_severity_index_0_0_1_0,
4418,0x1142,8411162,0x0080581A,RAM,oil_pressure_fueling_severity_index_0_0_1_0,
4419,0x1143,8411192,0x00805838,RAM,water_in_fuel_fueling_severity_index_0_0_0_1,
4420,0x1144,8411222,0x00805856,RAM,boost_pressure_fueling_severity_index_0_0_0_1,
4421,0x1145,8411252,0x00805874,RAM,engine_sync_fuel_pressure_fueling_severity_index_0_0_0_1,
4422,0x1146,8411282,0x00805892,RAM,severity_index_for_fuel_temperature_error_0_0_1_0,
4423,0x1147,8411312,0x008058B0,RAM,ambient_air_pressure_fueling_severity_index_0_0_0_1,
4431,0x114F,8442122,0x0080D10A,RAM,,EPCQSA
4432,0x1150,8442168,0x0080D138,RAM,,EPIMSA
4433,0x1151,8442214,0x0080D166,RAM,oil_pressure_rpm_limit_reference,EPIMFFTM
4434,0x1152,8442260,0x0080D194,RAM,,EPWFSA
4435,0x1153,8442306,0x0080D1C2,RAM,,EPBSSA
4436,0x1154,8442352,0x0080D1F0,RAM,,EPFPSA
4437,0x1155,8442398,0x0080D21E,RAM,,EPFTSA
4438,0x1156,8442444,0x0080D24C,RAM,,EPAASA
4451,0x1163,8413600,0x008061A0,RAM,,
4458,0x116A,8423998,0x00808A3E,RAM,,
4459,0x116B,8445500,0x0080DE3C,RAM,rpm_value_for_tach_if_normal_input_is_overridden_0_4500,DRTKODRP
4460,0x116C,394338,0x00060462,ROM,,
4461,0x116D,394354,0x00060472,ROM,,
4462,0x116E,394370,0x00060482,ROM,,
4463,0x116F,394386,0x00060492,ROM,,
4464,0x1170,8431922,0x0080A932,RAM,asg_reset_state_x1_2000_2000,ASRSSTX1
4465,0x1171,8423844,0x008089A4,RAM,priority_of_remote_throttle_feature_w_r_to_other_throttle_0_to_10,
4471,0x1177,16777350,0x01000086,EEPROM,,
4472,0x1178,8409862,0x00805306,RAM,,
4477,0x117D,8432068,0x0080A9C4,RAM,,CRSS
4478,0x117E,8420342,0x00807BF6,RAM,,
4479,0x117F,8408992,0x00804FA0,RAM,,
4480,0x1180,16777776,0x01000230,EEPROM,AUTO_ADJ,AUTO_ADJ
4481,0x1181,8432172,0x0080AA2C,RAM,,
4483,0x1183,8420428,0x00807C4C,RAM,,
4484,0x1184,8432174,0x0080AA2E,RAM,CRARFG,CRARFG
4485,0x1185,16778562,0x01000542,EEPROM,adjustable_parameter_table_size_for_cc_rs_gain_droops_0x0000_0xffff,
4486,0x1186,8420450,0x00807C62,RAM,CRBODPOF,CRBODPOF
4487,0x1187,8432184,0x0080AA38,RAM,CRALDP,CRALDP
4488,0x1188,16778580,0x01000554,EEPROM,adjustable_parameter_table_size_for_cc_rs_governor_0x0000_0xffff,
4489,0x1189,8420518,0x00807CA6,RAM,CCRFRTPS,CCRFRTPS
4490,0x118A,8432230,0x0080AA66,RAM,,CRFL
4491,0x118B,16778584,0x01000558,EEPROM,CRADSZ,CRADSZ
4492,0x118C,8420572,0x00807CDC,RAM,,CRSPDTRP
4493,0x118D,8432250,0x0080AA7A,RAM,,CCRTLMPS
4495,0x118F,8420414,0x00807C3E,RAM,CRACSWAC,CRACSWAC
4496,0x1190,8432254,0x0080AA7E,RAM,,
4497,0x1191,8413598,0x0080619E,RAM,,
4498,0x1192,16778666,0x010005AA,EEPROM,,
4499,0x1193,16778680,0x010005B8,EEPROM,,
4500,0x1194,16778722,0x010005E2,EEPROM,,
4501,0x1195,16778728,0x010005E8,EEPROM,,
4502,0x1196,16778772,0x01000614,EEPROM,,
4503,0x1197,8445058,0x0080DC82,RAM,maximum_allowable_vehicle_speed_selected_as_the_rsg_refer_2_255_9961,
4504,0x1198,32866,0x00008062,ROM,,
4505,0x1199,8432156,0x0080AA1C,RAM,can_s_last_message_object_used_0_15,
4506,0x119A,8422580,0x008084B4,RAM,can_number_of_engine_destination_specific_rx_objects_0_14,
4515,0x11A3,8420338,0x00807BF2,RAM,offset_to_low_idle_reference_speed_used_in_lsg_to_no_adjust_t_0_4500,
4516,0x11A4,8432060,0x0080A9BC,RAM,,
4517,0x11A5,8420490,0x00807C8A,RAM,,DIRSTDGN
4518,0x11A6,8420504,0x00807C98,RAM,,
4519,0x11A7,8420366,0x00807C0E,RAM,temp_below_which_cold_crank_can_run_50_293,
4520,0x11A8,8442060,0x0080D0CC,RAM,CMSYSS,CMSYSS
4521,0x11A9,8422518,0x00808476,RAM,final_fuel_command_min,
4522,0x11AA,8444772,0x0080DB64,RAM,,
4523,0x11AB,8422544,0x00808490,RAM,the_can_1_cpu_interface_register_0_255,
4524,0x11AC,8442048,0x0080D0C0,RAM,crank_fuel_divisor,
4525,0x11AD,8421156,0x00807F24,RAM,software_padding_0,
4526,0x11AE,8422512,0x00808470,RAM,engine_speed_above_which_the_overspeed_algorithm_disables_fue_0_4000,
4527,0x11AF,8422648,0x008084F8,RAM,the_ram_address_to_copy_from_when_reprogramming_the_boot_block_none,
4528,0x11B0,8444606,0x0080DABE,RAM,low_oil_pressure_limit_as_calculated_for_present_engine_speed_0_100,
4529,0x11B1,16778820,0x01000644,EEPROM,,
4530,0x11B2,22,0x00000016,ROM,,
4532,0x11B4,16778472,0x010004E8,EEPROM,,
4533,0x11B5,8423876,0x008089C4,RAM,percent_gear_ratio_difference_used_to_detect_top_gear_and_gear_0_100,
4534,0x11B6,16778796,0x0100062C,EEPROM,,
4535,0x11B7,8445066,0x0080DC8A,RAM,,
4538,0x11BA,8422510,0x0080846E,RAM,fuel_delivery_lower_bound,
4539,0x11BB,8444762,0x0080DB5A,RAM,,
4540,0x11BC,8441070,0x0080CCEE,RAM,time_that_the_engine_is_not_in_stop_state_0_2_29,
4543,0x11BF,8409032,0x00804FC8,RAM,ivs_switch_status_when_throttle_validation_process_error_true_false,
4544,0x11C0,16779098,0x0100075A,EEPROM,,
4545,0x11C1,16779100,0x0100075C,EEPROM,current_number_of_j1708_j1922_time_outs_since_powerdown_or_0_1000,
4548,0x11C4,8421198,0x00807F4E,RAM,pmm_num_of_teeth_correct_tooth_count_at_missing_tooth_0_255,
4549,0x11C5,8442514,0x0080D292,RAM,tooth_count_at_which_error_was_found_by_pmm_0_255,EPSOOVFG
4552,0x11C8,8421268,0x00807F94,RAM,eps_count_at_wide_ci_expected_eps_tooth_count_at_wide_ci_fallin_0_24,
4553,0x11C9,8442558,0x0080D2BE,RAM,ci_tooth_count_number_of_eps_teeth_during_ci_pulse_0_24,
4554,0x11CA,8421018,0x00807E9A,RAM,main_consec_error_thresh_threshold_count_at_which_ess_is_lost_0_255,
4555,0x11CB,8441066,0x0080CCEA,RAM,eps_pulse_number_eps_tooth_counter_0_24,
4560,0x11D0,394702,0x000605CE,ROM,,
4561,0x11D1,394730,0x000605EA,ROM,,
4562,0x11D2,394738,0x000605F2,ROM,,
4564,0x11D4,8431908,0x0080A924,RAM,override_fueling_to_slave_fuel_selection_0_100,MSFNODFL
4565,0x11D5,8419930,0x00807A5A,RAM,afc_fueling_derate_value_when_afc_override_is_enabled_0_100,
4567,0x11D7,8444408,0x0080D9F8,RAM,,
4572,0x11DC,8442544,0x0080D2B0,RAM,timer_to_record_the_time_of_rpm_deceleration_rate_above_a_thre_0_100,
4573,0x11DD,8421220,0x00807F64,RAM,,
4574,0x11DE,16778266,0x0100041A,EEPROM,,
4577,0x11E1,8421250,0x00807F82,RAM,blank_spot_0_434_8,
4581,0x11E5,8423832,0x00808998,RAM,,
4582,0x11E6,8445026,0x0080DC62,RAM,value_which_designates_the_duty_cycle_requested_of_pwm1_0_100,
4583,0x11E7,8423822,0x0080898E,RAM,number_of_errors_to_be_detected_on_pwm1_driver_before_pwm1_error_0_255,
4585,0x11E9,8413182,0x00805FFE,RAM,commanded_enable_for_pwm1_enable_disable,
4586,0x11EA,8441010,0x0080CCB2,RAM,,
4587,0x11EB,8420820,0x00807DD4,RAM,calibratible_threshold_for_rifle_oil_pressure_for_engine_warmu_0_100,
4588,0x11EC,395292,0x0006081C,ROM,,
4589,0x11ED,395250,0x000607F2,ROM,,
4590,0x11EE,395354,0x0006085A,ROM,,
4591,0x11EF,395334,0x00060846,ROM,,
4606,0x11FE,8419384,0x00807838,RAM,index_of_first_tdc_after_missed_pulse_1_6,
4607,0x11FF,8430113,0x0080A221,RAM,next_injected_cylinder_FLCYCU,
