0x0003258a,buildCanMessage,0x32628,source_addr,byte,Source address
0x0003258a,buildCanMessage,0x3262c,dest_addr,byte,Destination address

# -----------------------------------------------------------------------------
# Diagnostic Fault Processor
# -----------------------------------------------------------------------------
0x00014872,diagnosticFaultProcessor,0x14871,fault_code,ushort,Diagnostic fault code
0x00014872,diagnosticFaultProcessor,0x14894,fault_status,byte,Current fault status
0x00014872,diagnosticFaultProcessor,0x148a0,debounce_count,int,Debounce counter value
0x00014872,diagnosticFaultProcessor,0x148b8,lamp_state,byte,Warning lamp state

# -----------------------------------------------------------------------------
# J1708 Diagnostic Message Handler
# -----------------------------------------------------------------------------
0x0001f4e8,j1708DiagnosticMessageHandler,0x1f4e7,mid,byte,Message identifier
0x0001f4e8,j1708DiagnosticMessageHandler,0x1f50c,pid,byte,Parameter identifier
0x0001f4e8,j1708DiagnosticMessageHandler,0x1f50e,data_value,int,Parameter data value
0x0001f4e8,j1708DiagnosticMessageHandler,0x1f50e,checksum,byte,Message checksum

# -----------------------------------------------------------------------------
# Insite Command Byte Dispatcher
# -----------------------------------------------------------------------------
0x0000ed64,insiteCommandByteDispatcher,0xedf0,cmd_result,uint,Command result value
0x0000ed64,insiteCommandByteDispatcher,0xee3a,search_result,char,Diagnostic code search result
0x0000ed64,insiteCommandByteDispatcher,0xee3c,response_byte,byte,Response byte value
0x0000ed64,insiteCommandByteDispatcher,0xee50,status_flags,ushort,Status flag accumulator
0x0000ed64,insiteCommandByteDispatcher,0xee68,response_data,uint,Response data buffer

# -----------------------------------------------------------------------------
# Validate Redundant Sensors
# -----------------------------------------------------------------------------
0x000114d4,validateRedundantSensors,0x11562,sensor1_value,ushort,Primary sensor reading
0x000114d4,validateRedundantSensors,0x11574,sensor2_value,ushort,Redundant sensor reading
0x000114d4,validateRedundantSensors,0x1162c,deviation,int,Sensor deviation value
0x000114d4,validateRedundantSensors,0x1162c,fault_flag,byte,Sensor fault flag

# -----------------------------------------------------------------------------
# Cold Start Fuel Control Slow Cycle
# -----------------------------------------------------------------------------
0x00011e5e,coldStartFuelControlSlowCycle40Coordinator,0x11e5d,coolant_temp,ushort,Coolant temperature
0x00011e5e,coldStartFuelControlSlowCycle40Coordinator,0x11f16,fuel_enrichment,ushort,Cold start fuel enrichment
0x00011e5e,coldStartFuelControlSlowCycle40Coordinator,0x11fe0,time_elapsed,int,Time since cold start
0x00011e5e,coldStartFuelControlSlowCycle40Coordinator,0x11fee,temp_correction,short,Temperature correction factor

# -----------------------------------------------------------------------------
# Cylinder Balance Calculator
# -----------------------------------------------------------------------------
0x000127c2,cylinderBalanceCalculator,0x12800,cyl_fuel,ushort,Individual cylinder fuel quantity
0x000127c2,cylinderBalanceCalculator,0x12800,avg_fuel,ushort,Average fuel quantity
0x000127c2,cylinderBalanceCalculator,0x12800,imbalance,int,Cylinder imbalance value
0x000127c2,cylinderBalanceCalculator,0x1281c,trim_value,short,Cylinder trim adjustment

# -----------------------------------------------------------------------------
# Diagnostic Command Dispatcher
# -----------------------------------------------------------------------------
0x00015f8e,diagnosticCommandDispatcher,0x15f8d,cmd_byte,byte,Command byte from message
0x00015f8e,diagnosticCommandDispatcher,0x15f96,sub_cmd,byte,Sub-command identifier
0x00015f8e,diagnosticCommandDispatcher,0x15fa4,handler_index,int,Handler table index
0x00015f8e,diagnosticCommandDispatcher,0x15fa4,result_code,byte,Command result code

# -----------------------------------------------------------------------------
# Engine Fluid Level Data Builder
# -----------------------------------------------------------------------------
0x0001f8bc,engineFluidLevelDataBuilder,0x1f8bb,oil_level,ushort,Engine oil level
0x0001f8bc,engineFluidLevelDataBuilder,0x1f8e0,coolant_level,ushort,Coolant level
0x0001f8bc,engineFluidLevelDataBuilder,0x1f8e2,fuel_level,ushort,Fuel level
0x0001f8bc,engineFluidLevelDataBuilder,0x1f8e2,msg_buffer,byte*,Message buffer pointer

# -----------------------------------------------------------------------------
# Memory Operation Dispatcher
# -----------------------------------------------------------------------------
0x0002148a,memoryOperationDispatcher,0x214b6,op_code,byte,Memory operation code
0x0002148a,memoryOperationDispatcher,0x214bc,addr_offset,ushort,Address offset
0x0002148a,memoryOperationDispatcher,0x214fe,byte_count,int,Number of bytes
0x0002148a,memoryOperationDispatcher,0x21502,src_ptr,byte*,Source pointer
0x0002148a,memoryOperationDispatcher,0x2150c,dst_ptr,byte*,Destination pointer

# -----------------------------------------------------------------------------
# Power On Programming Coordinator
# -----------------------------------------------------------------------------
0x00027f9c,powerOnProgrammingCoordinator,0x27f9b,prog_state,byte,Programming state machine state
0x00027f9c,powerOnProgrammingCoordinator,0x27fec,retry_count,byte,Retry counter
0x00027f9c,powerOnProgrammingCoordinator,0x2800e,timeout,int,Timeout counter
0x00027f9c,powerOnProgrammingCoordinator,0x28014,result,byte,Programming result code

# -----------------------------------------------------------------------------
# Fuel Demand Control Loop
# -----------------------------------------------------------------------------
0x0002d3c6,fuelDemandControlLoop,0x2d3c5,demand_raw,ushort,Raw fuel demand value
0x0002d3c6,fuelDemandControlLoop,0x2d3c5,demand_filtered,ushort,Filtered fuel demand
0x0002d3c6,fuelDemandControlLoop,0x2d3fc,demand_limited,int,Rate-limited fuel demand
0x0002d3c6,fuelDemandControlLoop,0x2d476,rate_delta,short,Demand rate of change

# -----------------------------------------------------------------------------
# Multi-Packet Handlers
# -----------------------------------------------------------------------------
0x0001666c,multiPacketTransmitHandler,0x1666b,packet_num,byte,Current packet number
0x0001666c,multiPacketTransmitHandler,0x1666c,total_packets,byte,Total packets to send
0x0001666c,multiPacketTransmitHandler,0x166b0,bytes_sent,int,Bytes transmitted
0x0001666c,multiPacketTransmitHandler,0x166d8,data_ptr,byte*,Data buffer pointer

0x0001686e,multiPacketReceiveHandler,0x1686d,packet_num,byte,Received packet number
0x0001686e,multiPacketReceiveHandler,0x1688e,expected_num,byte,Expected packet number
0x0001686e,multiPacketReceiveHandler,0x1688e,bytes_received,int,Bytes received so far
0x0001686e,multiPacketReceiveHandler,0x168c8,rx_buffer,byte*,Receive buffer pointer

# -----------------------------------------------------------------------------
# Active Fault Lamp State Machine
# -----------------------------------------------------------------------------
0x00024f30,activeFaultLampStateMachine,0x251ec,lamp_state,byte,Current lamp state
0x00024f30,activeFaultLampStateMachine,0x251ec,flash_count,byte,Flash counter
0x00024f30,activeFaultLampStateMachine,0x251ec,timer,int,State timer
0x00024f30,activeFaultLampStateMachine,0x251ec,fault_active,byte,Active fault flag

# -----------------------------------------------------------------------------
# Hour Meter Event Logger
# -----------------------------------------------------------------------------
0x00027998,hourMeterEventLogger,0x279b8,event_type,byte,Event type code
0x00027998,hourMeterEventLogger,0x279fe,hour_count,ushort,Current hour count
0x00027998,hourMeterEventLogger,0x27a10,eeprom_addr,int,EEPROM write address

# -----------------------------------------------------------------------------
# Diagnostic Parameter Transfer Handler
# -----------------------------------------------------------------------------
0x0002cf7e,diagnosticParameterTransferHandler,0x2cf7d,param_id,ushort,Parameter identifier
0x0002cf7e,diagnosticParameterTransferHandler,0x2cf90,param_value,ushort,Parameter value
0x0002cf7e,diagnosticParameterTransferHandler,0x2cfb4,transfer_size,int,Transfer size in bytes
0x0002cf7e,diagnosticParameterTransferHandler,0x2cfb4,param_ptr,byte*,Parameter data pointer

# -----------------------------------------------------------------------------
# Sensor Input Filter Processor
# -----------------------------------------------------------------------------
0x0000b7bc,sensorInputFilterProcessor,0xb7bb,raw_value,ushort,Raw ADC value
0x0000b7bc,sensorInputFilterProcessor,0xb7bb,filtered_value,ushort,Filtered sensor value
0x0000b7bc,sensorInputFilterProcessor,0xb7c6,filter_coeff,int,Filter coefficient
0x0000b7bc,sensorInputFilterProcessor,0xb7cc,delta,short,Value change since last sample

# -----------------------------------------------------------------------------
# Derate Threshold Monitor
# -----------------------------------------------------------------------------
0x00010822,derateThresholdMonitorAndFaultController,0x10821,current_value,ushort,Current monitored value
0x00010822,derateThresholdMonitorAndFaultController,0x10876,threshold,ushort,Derate threshold
0x00010822,derateThresholdMonitorAndFaultController,0x10878,derate_percent,int,Derate percentage
0x00010822,derateThresholdMonitorAndFaultController,0x109d0,derate_active,byte,Derate active flag

# -----------------------------------------------------------------------------
# VP44 CAN Message Dispatcher
# -----------------------------------------------------------------------------
0x00022e5e,vp44CanMessageDispatcher,0x22e72,msg_type,char,Message type byte (command code)

