function_address,function_name,param_index,new_name,new_type,comment
# -----------------------------------------------------------------------------
0x00001b48,diagMemoryReadHandler,0,address,uint,Memory address to read from
0x00001b48,diagMemoryReadHandler,1,length,ushort,Number of bytes to read
0x00001b48,diagMemoryReadHandler,2,response_ptr,byte*,Pointer to response buffer

# -----------------------------------------------------------------------------
# Handler Registration Functions
# -----------------------------------------------------------------------------
0x00001948,registerPgnResponseHandler,0,pgn,uint,PGN to register handler for (24-bit)
0x00001948,registerPgnResponseHandler,1,handler_func,void*,Function pointer for handler callback

0x00002cd8,registerPgnEf00Handler,0,sub_id,byte,Sub-identifier for PGN 0xEF00 filtering
0x00002cd8,registerPgnEf00Handler,1,handler_func,void*,Function pointer for handler callback

# -----------------------------------------------------------------------------
# J1939 PGN Dispatch System
# Core message routing for all J1939 PGN requests
# -----------------------------------------------------------------------------
0x000231cc,j1939DispatchPgnHandler,0,request_msg,j1939_request_msg_t*,Pointer to incoming J1939 request message

0x00023188,j1939_register_pgn_handler,0,pgn_byte_0,byte,First PGN byte to register
0x00023188,j1939_register_pgn_handler,1,pgn_byte_1,byte,Second PGN byte to register
0x00023188,j1939_register_pgn_handler,2,handler_func,void*,Function pointer to PGN handler

0x00022d60,j1939MessageDispatcher,0,rx_msg,can_std_rx_desc_t*,Pointer to received J1939 message

0x00023d3c,sendJ1939AcknowledgeMessage,0,request_msg,j1939_request_msg_t*,Original request to acknowledge
0x00023d3c,sendJ1939AcknowledgeMessage,1,ack_type,byte,ACK type (0=ACK 1=NACK 2=AccessDenied 3=CannotRespond)

0x00005d8c,sendJ1939DiagnosticMessage,0,dest_address,byte,Destination address for response
0x00005d8c,sendJ1939DiagnosticMessage,1,data_ptr,byte*,Pointer to diagnostic response data
0x00005d8c,sendJ1939DiagnosticMessage,2,data_length,ushort,Length of response data

# -----------------------------------------------------------------------------
# J1939 DM (Diagnostic Message) Handlers
# Standard SAE J1939-73 diagnostic message processing
# -----------------------------------------------------------------------------
0x000227a0,j1939HandleDm1RequestMessage,0,request_msg,j1939_request_msg_t*,Pointer to DM1 (Active DTC) request

0x000255c0,j1939SendDm1ResponseMessage,0,dest_address,byte,Destination address for DM1 response
0x000255c0,j1939SendDm1ResponseMessage,1,fault_count,byte,Number of active DTCs to report

0x0002641c,j1939SendDiagnosticStatusMessage,0,dest_address,byte,Destination address for status response
0x0002641c,j1939SendDiagnosticStatusMessage,1,status_type,byte,Type of diagnostic status to send

# -----------------------------------------------------------------------------
# J1939 Queue/Transport Protocol
# Multi-frame message handling (TP.CM/TP.DT)
# -----------------------------------------------------------------------------
0x00005fe4,handleJ1939DataTransfer,0,rx_msg,can_std_rx_desc_t*,TP.DT data transfer message

0x000062fc,processJ1939QueueTransmit,0,queue_entry,void*,Pointer to TX queue entry
0x000064c4,processJ1939QueueStatus,0,connection_id,byte,Transport protocol connection identifier

