address,name,type,comment
0x003fa0b2,PTR_DAT_003fa0b2,pointer,
0x003fa0bc,PTR_DAT_003fa0bc,pointer,
0x003fa0d2,PTR_DAT_003fa0d2,pointer,
0x003fa0de,intake_temp_lookup_coeff,undefined,
0x003fa0e0,coolant_temp_lookup_coeff,undefined,
0x003fa0e8,engine_mode_transition_flag,undefined2,
0x003fa0ec,engine_mode_previous_state,undefined2,
0x003fa0f8,timing_adjustment_factor,undefined2,
0x003fa0fc,timing_base_offset,undefined2,
0x003fa100,fuel_demand_max_bound,undefined2,
0x003fa102,fuel_timing_previous,undefined4,
0x003fa106,fuel_timing_current,undefined4,
0x003fa12e,turbo_mode_state,undefined2,
0x003fa130,turbo_ratio_filter_coeff_a,undefined,
0x003fa132,turbo_ratio_filter_coeff_b,undefined,
0x003fa134,turbo_ratio_filter_coeff_c,undefined,
0x003fa136,turbo_ratio_filter_coeff_d,undefined,
0x003fa138,turbo_ratio_filter_ptr_a,pointer,
0x003fa13c,turbo_ratio_filter_state_a,undefined,
0x003fa140,turbo_ratio_filter_ptr_b,pointer,
0x003fa144,turbo_ratio_filter_state_b,undefined,
0x003fa148,turbo_ratio_filter_ptr_c,pointer,
0x003fa14c,turbo_ratio_filter_state_c,undefined,
0x003fa17a,speed_filter_state,undefined4,
0x003fa19c,PTR_DAT_003fa19c,pointer,
0x003fa5ba,efficiency_filter_state,pointer,
0x003fa5c2,fuel_trim_filter_state,pointer,
0x003fa5ca,load_filter_state,pointer,
0x003fa5d6,load_ema_filter_state,pointer,
0x003fa5e2,PTR_DAT_003fa5e2,pointer,
0x003fa5ea,PTR_DAT_003fa5ea,pointer,
0x003fa606,turbo_compensation_product,undefined4,
0x003fa60a,boost_protection_timer,undefined2,
0x003fa60e,PTR_DAT_003fa60e,pointer,
0x003fa612,throttle_filter_accumulator,undefined,
0x003fa61a,throttle_position_previous,undefined2,
0x003fa61c,throttle_derivative_raw,undefined4,
0x003fa624,PTR_wastegate_filter_params_003fa624,pointer,
0x003fa62c,PTR_wastegate_filter_params_003fa62c,pointer,
0x003fa646,PTR_DAT_003fa646,pointer,
0x003fa64a,PTR_DAT_003fa64a,pointer,
0x003fa64e,PTR_DAT_003fa64e,pointer,
0x003fa662,PTR_DAT_003fa662,pointer,
0x003fa666,PTR_DAT_003fa666,pointer,
0x003fa66a,PTR_DAT_003fa66a,pointer,
0x003fa66e,PTR_DAT_003fa66e,pointer,
0x003fa692,PTR_DAT_003fa692,pointer,
0x003fa69e,can_transmit_state,undefined,
0x003fa6b2,can_state_value,undefined,
0x003fa6ba,can_error_counter,undefined,
0x003fa6cc,fuel_demand_rpm_table_ptr,undefined,
0x003fa6ce,fuel_demand_rpm_table_ptr+2,undefined,
0x003fa6e8,fuel_demand_limited,undefined2,
0x003fa6ea,fuel_demand_lower_boundary,undefined2,
0x003fa6ec,fuel_demand_upper_boundary,undefined2,
0x003fa6ee,fuel_demand_target,undefined2,
0x003fa6f0,fuel_demand_fault_flag,undefined2,
0x003fa6f2,fuel_demand_previous,undefined2,
0x003fa6f4,PTR_DAT_003fa6f4,pointer,
0x003fa70a,PTR_DAT_003fa70a,pointer,
0x003fa716,PTR_DAT_003fa716,pointer,
0x003fa738,PTR_PTR_003fa738,pointer,
0x003fa74e,can_transmit_counter,undefined2,
0x003fa750,PTR_DAT_003fa750,pointer,
0x003fa758,PTR_DAT_003fa758,pointer,
0x003fa760,PTR_DAT_003fa760,pointer,
0x003fa768,PTR_DAT_003fa768,pointer,
0x003fa786,PTR_DAT_003fa786,pointer,
0x003fa790,PTR_DAT_003fa790,pointer,
0x003fa836,PTR_DAT_003fa836,pointer,
0x003fa83a,PTR_DAT_003fa83a,pointer,
0x003fa868,fault_scan_index,undefined2,
0x003fa86a,fault_clear_debounce,undefined2,
0x003fa86c,j1939_message_timer,undefined2,
0x003fa872,fault_debounce_counter,undefined2,
0x003fa884,PTR_DAT_003fa884,pointer,
0x003fa890,timing_compensation_value,undefined2,
0x003fa8b2,ef00_service_dispatch_table,undefined1,
0x003fa8b4,callbackQueueEntry_handler0,pointer,
0x003fa972,ef00_service_count,undefined1,
0x003fa982,tsc1_speed_previous,undefined2,
0x003fa984,tsc1_byte0_control_mode,undefined1,
0x003fa985,tsc1_bytes12_requested_speed,undefined2,
0x003fa986,tsc1_speed_previous.bytes12_requested_speed+1,,
0x003fa988,tsc1_byte4_priority,undefined1,
0x003fa98c,tsc1_auxiliary_state,undefined2,
0x003fa996,tsc1_control_word,undefined1,
0x003fa997,tsc1_requested_speed,undefined1,
0x003fa998,tsc1_speed_previous.requested_speed+1,undefined1,
0x003fa999,tsc1_requested_torque,undefined1,
0x003fa99e,tsc1_priority_byte,undefined1,
0x003fa99f,tsc1_speed_stored,undefined2,
0x003fa9a1,tsc1_torque_stored,undefined1,
0x003fa9a2,j1939_pgn_handler_table,undefined1,
0x003fa9a3,j1939_pgn_handler_table.pgn_byte_0,undefined1,
0x003fa9a4,j1939_pgn_handler_table.handler_func,pointer,
0x003fa9aa,PTR_j1939_handle_pgn_61443_eec2_003fa9aa,pointer,
0x003faa62,j1939_pgn_handler_count,undefined1,
0x003faa66,tsc1_msg_priority,undefined1,
0x003faa67,tsc1_msg_speed_stored,undefined1,
0x003faa6b,tsc1_msg_torque,undefined1,
0x003faa74,j1939_handler_entry_ptr,undefined2,
0x003faa76,j1939_handler_entry_ptr+2,undefined2,
0x003faa78,response_buffer_index,undefined2,
0x003faaea,PTR_DAT_003faaea,pointer,
0x003faaee,PTR_DAT_003faaee,pointer,
0x003faaf5,command_state_byte,undefined,
0x003faaf6,command_buffer_index,undefined,
0x003faaf7,command_buffer_index+1,undefined,
0x003fab02,PTR_DAT_003fab02,pointer,
0x003fab06,PTR_DAT_003fab06,pointer,
0x003fab1a,PTR_DAT_003fab1a,pointer,
0x003fab1e,PTR_DAT_003fab1e,pointer,
0x003fab58,PTR_DAT_003fab58,pointer,
0x003fab5c,PTR_DAT_003fab5c,pointer,
0x003fab70,PTR_DAT_003fab70,pointer,
0x003fab74,PTR_DAT_003fab74,pointer,
0x003fabd2,PTR_DAT_003fabd2,pointer,
0x003fabd6,PTR_DAT_003fabd6,pointer,
0x003fac34,PTR_DAT_003fac34,pointer,
0x003fac38,PTR_DAT_003fac38,pointer,
0x003fad4e,PTR_DAT_003fad4e,pointer,
0x003fad52,PTR_DAT_003fad52,pointer,
0x003fad7b,diagnostic_mode_byte,undefined1,
0x003fad90,j1939_tx_retry_count,undefined1,
0x003fad91,j1939_tx_retry_count+1,undefined1,
0x003fadb6,PTR_DAT_003fadb6,pointer,
