address,label_name,comment
0x0000c4de,io_fault_4_set,Set I/O fault 4 bits in registers
0x0000d57c,param_system_mode_controller,Parameter system diagnostic mode controller
0x0000d618,param_block_calc_1,Block×256×4 calculation pattern (param_lookup_1)
0x0000d636,param_table1_load,Load parameter table 1 address (0x80CFD6)
0x0000d63c,ref_table_load,Load reference table address (0x8086F6)
0x0000d682,param_block_calc_2,Block×256×4 calculation pattern (param_lookup_2)
0x0000d6a0,param_table2_load,Load parameter table 2 address (0x80CFDA)
0x0000d700,param_block_calc_3,Block×256×4 calculation pattern (param_lookup_3)
0x0000d75a,param_table3_load,Load parameter table 3 address (0x80CFDE)
0x0000d7a6,param_block_calc_4,Block×256×4 calculation pattern (fourth caller)
0x0000e200,rpm_derate_calculation_and_fault_processing,RPM derate calculation and engine fault condition processing
0x0000ec1a,software_build_date_time_0_4294967296,SOFTWARE BUILD DATE & TIME
0x0000ec34,mc68336_watchdog_init_1,MC68336 watchdog initialization sequence 1
0x0000ec6c,mc68336_watchdog_init_2,MC68336 watchdog initialization sequence 2
0x0000ece2,mc68336_watchdog_init_3,MC68336 watchdog initialization sequence 3
0x0000ed1a,mc68336_watchdog_init_4,MC68336 watchdog initialization sequence 4
0x0000edf0,mc68336_watchdog_service_1,MC68336 watchdog service routine 1
0x0000ee40,mc68336_watchdog_service_2,MC68336 watchdog service routine 2
0x0000fa40,system_function_8x_maximum,Maximum intensity wrapper calling core system function 8 times with no parameters
0x00010504,vp44_communication_state_machine,VP44 fuel pump communication state machine and buffer management
0x00011c28,vp44_status_data_collector,VP44 status data collection and buffer management
0x00012104,vp44_can_pin_switching_controller,VP44 CAN pin switching decision controller - monitors 6 VP44 health conditions to select primary vs emergency CAN pins
0x000122d0,io_control_and_can_pin_switching,Critical I/O control and CAN pin switching function called 40x per major cycle - updates hardware I/O ports and switches between primary/VP44 CAN pins
0x000132c8,engine_fault_monitoring_and_rpm_calculation,Central engine fault monitoring, RPM calculation, and system status management
0x00016882,fuel_timing_vp44_status_check,VP44 status flags check - branch if bit 0x10 not set
0x000168a2,oil_pressure_mode_check_2,Oil pressure override mode == 2 check
0x000168b4,oil_pressure_default_ramp_rate,Default ramp rate assignment for mode 1
0x000168be,fuel_timing_normal_mode_setup,Normal mode RPM threshold setup section
0x000168f6,reset_sync_counter,Reset engine position sync counter to zero
0x0001692c,reset_fuel_ramp_counter,Reset fuel ramp timing counter to zero
0x000169b4,oil_pressure_mode_0_handler,Oil pressure mode 0 (normal) processing
0x00016a78,oil_pressure_mode_2_handler,Oil pressure mode 2 (high-pressure startup) processing
0x00016a9e,oil_pressure_mode_1_handler,Oil pressure mode 1 (crank exit ramp) processing
0x00016ae0,fuel_timing_final_calculation,Final fuel timing mode value calculation (0x4000 - control_value)
0x00016aec,fuel_timing_function_exit,Function exit point - restore registers and return
0x00016b34,param_pointer_vp44_status_check,VP44 status check - branch if bit 0x10 not set
0x00016b50,param_pointer_mode_0_setup,Mode 0 parameter pointer setup (normal operation)
0x00016b64,param_pointer_mode_2_setup,Mode 2 parameter pointer setup (high-pressure startup)
0x00016b7c,param_pointer_mode_1_setup,Mode 1 parameter pointer setup (crank exit ramp)
0x00016b94,param_pointer_default_setup,Default parameter pointer setup (fallback)
0x00016ba2,param_pointer_function_exit,Parameter pointer config function exit
0x000172bc,io_control_and_can_pin_switching_wrapper,Ultimate wrapper function called in every phase of 40-phase scheduler - literally just calls ioControlAndCanPinSwitching and returns
0x00017434,boost_pressure_control_wrapper,Useless wrapper that just calls boost_pressure_control_and_diagnostics
0x00017b88,main_loop_task_scheduler_init,Main loop task scheduler initialization and timer synchronization - initializes 40-slot task queue on first run and maintains timer sync every loop
0x0001848e,fuel_timing_calculation_with_fault_checking,Fuel timing calculation with engine fault condition checking
0x00018f82,active_param_read_function,Active EEPROM parameter reading for diagnostics
0x0001af38,timer_scheduler_setup,Timer/scheduler configuration with intervals and timeouts (15 calls with various timing parameters)
0x0001b172,system_function_4x_parameterized_alt,Alternative parameterized wrapper calling core system function 4 times with different parameter sequence (0xb07e, 0x10)
0x0001b1b4,core_system_control_function,Core system control function called by multiple control wrappers (failed decompile)
0x0001b762,system_function_6x_parameterized,Complex wrapper calling core system function 6 times with specific parameter sequences (0xb56e, 0x45)
0x0001bd58,system_function_1x_caller,Simple wrapper that calls core system function once
0x0001c0c2,system_function_5x_caller,Simple wrapper that calls core system function 5 times
0x0001c33e,diagnostic_param_request_handler,CalTerm/Insite parameter request handler entry point [Alt: handler_case_17_entry]
0x0001c538,vp44_handler_entry,VP44 fuel temperature processing entry point
0x0001c776,diagnostic_status_request_handler,CalTerm/Insite status request handler entry point [Alt: handler_case_19_entry]
0x0001c7ca,diagnostic_error_handler,CalTerm/Insite diagnostic error handler entry point [Alt: handler_case_255_entry]
0x0001c85a,switch_case_16,VP44 handler case - reads byte 0
0x0001c860,switch_case_17,Alternative handler case
0x0001c866,switch_case_19,Third handler case
0x0001c872,switch_case_255,Default/error case (0xFF)
0x0001c88e,call_vp44_fuel_handler,Branch to VP44 fuel handler (bsrw 0x1c538)
0x00020918,can_transmission_loop_start,Main CAN message transmission scheduler
0x00020980,vp44_builder_call,JSR call to VP44 0x100 command builder
0x00024984,vp44_fuel_high_calc,Calculate VP44 fuel amount high byte (param_table_aux + 125)
0x00024986,vp44_fuel_low_calc,Calculate VP44 fuel amount low byte (param_table_main + 125)
0x00024987,vp44_rpm_low_pack,Pack RPM low byte into VP44 message
0x00024989,vp44_rpm_high_pack,Pack RPM high byte into VP44 message
0x00024991,vp44_message_send,Send complete VP44 0x100 command message
0x0002725a,core_system_function,Core system function called multiple times by various wrappers (failed decompile)
0x00027300,system_control_function_1,System control wrapper function calling core system control (FUN_0001b1b4)
0x0002732e,can_transmission_trigger,Simple CAN transmission trigger function
0x000273c0,system_control_function_2,Simple system control wrapper calling core system control function
0x00027514,system_control_function_3,Simple system control wrapper calling core system control function
0x0002793e,diagnostic_data_dump,Comprehensive diagnostic data dump - transmits complete engine status via 6 J1939 messages plus additional CAN operations
0x00027dd4,retarder_mode_thresholds_setup,Sets up retarder mode threshold lookup tables for RPM-based mode selection
0x00027e86,system_control_function_4,Simple system control wrapper calling core system control function
0x0002956a,ambient_conditions_pgn_65269_builder,J1939 ambient conditions message builder (PGN 65269)
0x000295d4,ambient_conditions_data_builder,Builds ambient conditions sensor data and status flags
0x00029868,engine_serial_number_pgn_65259_builder,J1939 engine information with ASCII serial number message builder (PGN 65259) with immediate transmission
0x00029a86,engine_coolant_pgn_65226_builder,J1939 engine coolant temperature message builder (PGN 65226)
0x00029bf4,diagnostic_dm2_pgn_65227_builder,J1939 diagnostic DM2 previously active fault codes message builder PGN 65227 with immediate transmission
0x00029c52,build_can_msg_entry,CAN message builder entry point
0x00029c67,fuel_percent_store,Fuel percentage storage point
0x00029c74,timing_advance_store,Timing advance storage point
0x00029c8a,rpm_multiply_point,RPM x4 multiplication point
0x0002a090,diagnostic_dm4_pgn_65229_builder,J1939 diagnostic DM4 freeze frame data message builder PGN 65229 with immediate transmission
0x0002a1a0,diagnostic_dm5_pgn_65230_builder,J1939 diagnostic DM5 clear previously active codes message builder PGN 65230 with immediate transmission
0x0002a222,diagnostic_dm8_pgn_65232_builder,J1939 diagnostic DM8 test results message builder (PGN 65232)
0x0002a29c,diagnostic_dm11_pgn_65234_builder,J1939 diagnostic DM11 clear active codes message builder PGN 65234 with immediate transmission
0x0002a3c6,can_param_extract_1,Extract param_table_main.param_table_2 >> 8
0x0002a3d6,param1_to_can_call,Call param_lookup_1 for CAN transmission
0x0002a3de,can_param_extract_2,Extract param_table_main.param_table_1 >> 8
0x0002a428,vp44_data_packing_start,Begin VP44 message data field construction
0x0002a4f6,param2_to_can_call,Call param_lookup_2 for CAN transmission
0x0002a4fe,can_param_extract_3,Extract param_table_main.param_table_3 >> 8
0x0002a592,param3_to_can_call,Call param_lookup_3 for CAN transmission
0x0002a59a,can_param_extract_4,Extract param_table_main.param_table_4 >> 8
0x0002a8da,engine_fluid_level_pgn_65263_builder,J1939 engine fluid level/pressure message builder (PGN 65263)
0x0002a93a,engine_fluid_level_data_builder,Processes engine fluid pressures and temperatures for J1939 message
0x0002aa74,engine_temperature_pgn_65262_builder,J1939 comprehensive engine temperature message builder (coolant/fuel/oil/turbo/intercooler) PGN 65262 with immediate transmission
0x0002aade,torque_control_data_builder,Builds torque control status data for Cummins TSC message
0x0002aba4,cummins_proprietary_tsc_builder,Cummins proprietary torque/speed control message builder (PGN 15728640)
0x0002ac7a,intake_exhaust_conditions_pgn_65257_builder,J1939 intake/exhaust conditions message builder PGN 65257 with immediate transmission
0x0002acd0,fuel_economy_data_builder,Calculates and builds fuel economy data for J1939 message
0x0002ada8,fuel_economy_pgn_65266_builder,J1939 fuel economy message builder (PGN 65266)
0x0002ae60,io_control_pgn_65244_builder,J1939 input/output control message builder PGN 65244 with immediate transmission
0x0002aee2,engine_hours_pgn_65252_builder,J1939 engine hours and revolutions message builder (PGN 65252)
0x0002afca,intake_manifold_pgn_65526_builder,J1939 intake manifold air temperature and pressure message builder (PGN 65526)
0x0002b060,cruise_control_pgn_65264_builder,J1939 cruise control and vehicle speed message builder (PGN 65264)
0x0002b0cc,retarder_config_data_builder,Builds retarder torque-speed curve data for J1939 message
0x0002b1f6,retarder_config_pgn_65249_builder,J1939 retarder configuration message builder (PGN 65249)
0x0002b29e,vehicle_distance_pgn_65248_builder,J1939 vehicle distance information message builder PGN 65248 with immediate transmission
0x0002b338,electronic_brake_pgn_65527_builder,J1939 electronic brake system message builder (PGN 65527)
0x0002b3fc,vehicle_hours_pgn_65255_builder,J1939 vehicle hours information message builder PGN 65255 with immediate transmission
0x0002bc2a,vp44_rpm_derate_monitor,VP44 status monitoring and RPM derate control
0x0002c7e0,update_engine_protection_thresholds,Update active engine protection threshold values
0x0002c99a,engine_protection_init,Initialize engine protection thresholds and monitoring systems
0x0002cb6a,boost_pressure_control_and_diagnostics,Boost pressure control with EPF and water-in-fuel diagnostics
0x00034206,vp44_fso_detection_enable_check,VP44 FSO fault detection enable check
0x00034210,vp44_fso_status_bit_check,VP44 status bit 0 check for FSO monitoring
0x0003421c,vp44_fso_fuel_demand_range_check,Fuel demand range check for FSO fault detection
0x0003426c,vp44_fso_high_range_check,High fuel demand range FSO fault check
0x000342ae,vp44_fso_counters_reset,Reset both FSO fault counters
0x000342b2,vp44_fso_recovery_counter_reset,Reset FSO recovery counter and exit
0x000342be,vp44_fso_recovery_mode,FSO fault recovery mode processing
0x000342f0,vp44_fso_function_exit,VP44 FSO fault detection function exit
0x00034312,vp44_fso_bit1_detection_enable_check,VP44 FSO bit1 fault detection enable check
0x0003431c,vp44_fso_bit1_status_bit_check,VP44 status bit 1 check for FSO monitoring
0x00034328,vp44_fso_bit1_fuel_demand_range_check,Fuel demand range check for FSO bit1 fault detection
0x00034372,vp44_fso_bit1_high_range_check,High fuel demand range FSO bit1 fault check
0x000343ae,vp44_fso_bit1_counters_reset,Reset both FSO bit1 fault counters
0x000343b2,vp44_fso_bit1_recovery_counter_reset,Reset FSO bit1 recovery counter and exit
0x000343be,vp44_fso_bit1_recovery_mode,FSO bit1 fault recovery mode processing
0x000343f2,vp44_fso_bit1_function_exit,VP44 FSO bit1 fault detection function exit
0x00035560,lookup_table_interpolation,General-purpose lookup table interpolation function
0x0003662e,module_lookup_table_en,Module ID lookup table entry for EN family
0x00037eae,firmware_data_source,Source address for firmware data copying to working memory (10KB)
0x00060000,service_tool_adjustable_parameter_range_limits_n_a,SERVICE TOOL ADJUSTABLE PARAMETER RANGE LIMITS [Alt: ADJ_LIM]
0x00060002,lower_limit_of_hsg_breakpoint_speed_0_5000,LOWER LIMIT OF HSG BREAKPOINT SPEED
0x00060004,upper_limit_of_hsg_breakpoint_speed_0_5000,UPPER LIMIT OF HSG BREAKPOINT SPEED
0x00060006,max_range_limit_for_pto_setpoints_600_2500,MAX RANGE LIMIT FOR PTO SETPOINTS
0x00060008,max_range_limit_for_pto_setpoints_600_2500,MAX RANGE LIMIT FOR PTO SETPOINTS
0x0006000a,min_range_limit_for_pto_setpoints_600_2500,MIN RANGE LIMIT FOR PTO SETPOINTS
0x0006000c,tool_minimum_limit_for_pto_droop_slope_adjustable_parameter_0_1_9,TOOL MINIMUM LIMIT FOR PTO DROOP SLOPE ADJUSTABLE PARAMETER
0x0006000e,tool_maximum_limit_for_pto_droop_slope_adjustable_parameter_0_1_9,TOOL MAXIMUM LIMIT FOR PTO DROOP SLOPE ADJUSTABLE PARAMETER
0x00060010,tool_minimum_limit_for_pto_droop_adjust_offset_adjustable_par_0_0_2,TOOL MINIMUM LIMIT FOR PTO DROOP ADJUST OFFSET ADJUSTABLE PAR
0x00060012,tool_maximum_limit_for_pto_droop_adjust_offset_adjustable_par_0_0_2,TOOL MAXIMUM LIMIT FOR PTO DROOP ADJUST OFFSET ADJUSTABLE PAR
0x00060014,tool_minimum_limit_for_pto_droop_adjust_offset_adjustable_p_0_0_0_05,TOOL MINIMUM LIMIT FOR PTO DROOP ADJUST OFFSET ADJUSTABLE P
0x00060016,tool_maximum_limit_for_pto_droop_adjust_offset_adjustable_p_0_0_0_05,TOOL MAXIMUM LIMIT FOR PTO DROOP ADJUST OFFSET ADJUSTABLE P
0x00060018,minimum_for_asg_droop_gain1_0_4000,MINIMUM FOR ASG_DROOP_GAIN1 [Alt: ASTL01MN]
0x0006001a,maximum_for_asg_droop_gain1_0_4000,MAXIMUM FOR ASG_DROOP_GAIN1 [Alt: ASTL01MX]
0x0006001c,minimum_for_asg_droop_gain2_none,MINIMUM FOR ASG_DROOP_GAIN2 [Alt: ASTL02MN]
0x0006001e,maximum_for_asg_droop_gain2_none,MAXIMUM FOR ASG_DROOP_GAIN2 [Alt: ASTL02MX]
0x00060020,minimum_allowed_speed_for_asg_minimum_speed_0_3000,MINIMUM ALLOWED SPEED FOR ASG_MINIMUM_SPEED [Alt: ASTLMNMN]
0x00060022,maximum_allowed_speed_for_asg_minimum_speed_0_3000,MAXIMUM ALLOWED SPEED FOR ASG_MINIMUM_SPEED [Alt: ASTLMNMX]
0x00060024,minimum_allowed_speed_for_asg_maximum_speed_0_3000,MINIMUM ALLOWED SPEED FOR ASG_MAXIMUM_SPEED [Alt: ASTLMXMN]
0x00060026,maximum_allowed_speed_for_asg_maximum_speed_0_3000,MAXIMUM ALLOWED SPEED FOR ASG_MAXIMUM_SPEED [Alt: ASTLMXMX]
0x00060028,tool_lowest_allowable_low_idle_speed_300_1000,TOOL LOWEST ALLOWABLE LOW IDLE SPEED
0x0006002a,tool_highest_allowable_low_idle_speed_300_1000,TOOL HIGHEST ALLOWABLE LOW IDLE SPEED
0x0006002c,minimum_value_of_slope_of_hsg_droop_line_0_69,MINIMUM VALUE OF SLOPE OF HSG DROOP LINE
0x0006002e,maximum_value_of_slope_of_line_defining_hsg_droop_line_0_69,MAXIMUM VALUE OF SLOPE OF LINE DEFINING HSG DROOP LINE
0x00060030,minimum_of_fueling_intercept_used_in_determining_hsg_droop_ref_0_500,MINIMUM OF FUELING INTERCEPT USED IN DETERMINING HSG DROOP REF
0x00060032,maximum_of_fueling_intercept_used_in_determining_hsg_droop_ref_0_500,MAXIMUM OF FUELING INTERCEPT USED IN DETERMINING HSG DROOP REF
0x00060034,minimum_value_of_indicator_of_what_type_switch_is_connected_1_3,MINIMUM VALUE OF INDICATOR OF WHAT TYPE SWITCH IS CONNECTED
0x00060036,maximum_value_of_indicator_of_what_type_switch_is_connected_1_3,MAXIMUM VALUE OF INDICATOR OF WHAT TYPE SWITCH IS CONNECTED
0x00060038,tool_minimum_limit_for_all_governors_droop_percent_adjustab_0_0_50_0,TOOL MINIMUM LIMIT FOR ALL GOVERNORS DROOP PERCENT ADJUSTAB
0x0006003a,tool_maximum_limit_for_all_governors_droop_percent_adjustab_0_0_50_0,TOOL MAXIMUM LIMIT FOR ALL GOVERNORS DROOP PERCENT ADJUSTAB
0x0006003c,blank_spot_in_the_adjustable_parameter_limits_h_file_none,BLANK SPOT IN THE ADJUSTABLE_PARAMETER_LIMITS.H FILE [Alt: APLI00]
0x0006003e,blank_spot_in_the_adjustable_parameter_limits_h_file_none,BLANK SPOT IN THE ADJUSTABLE_PARAMETER_LIMITS.H FILE [Alt: APLI01]
0x00060040,most_time_lfrom_start_to_shutdown_flag_active_1_6550,MOST TIME LFROM START TO SHUTDOWN FLAG ACTIVE
0x00060042,least_time_from_start_to_shutdown_flag_active_1_6550,LEAST TIME FROM START TO SHUTDOWN FLAG ACTIVE
0x0006004c,pto_set_speed_display_value_lower_limit_none,PTO SET SPEED DISPLAY VALUE LOWER LIMIT
0x0006004e,pto_set_speed_display_value_upper_limit_none,PTO SET SPEED DISPLAY VALUE UPPER LIMIT
0x00060050,tool_lower_limit_on_pto_ramp_rate_100_5000,TOOL LOWER LIMIT ON PTO_RAMP_RATE [Alt: APLI17]
0x00060052,tool_upper_limit_on_pto_ramp_rate_100_5000,TOOL UPPER LIMIT ON PTO_RAMP_RATE [Alt: APLI18]
0x00060054,tool_lower_limit_on_pto_engagement_slew_rate_100_5000,TOOL LOWER LIMIT ON PTO_ENGAGEMENT_SLEW_RATE [Alt: APLI19]
0x00060056,tool_upper_limit_on_pto_engagement_slew_rate_100_5000,TOOL UPPER LIMIT ON PTO_ENGAGEMENT_SLEW_RATE [Alt: APLI20]
0x00060058,blank_spot_in_the_adjustable_parameter_limits_h_file_none,BLANK SPOT IN THE ADJUSTABLE_PARAMETER_LIMITS.H FILE [Alt: APLI21]
0x0006005a,blank_spot_in_the_adjustable_parameter_limits_h_file_none,BLANK SPOT IN THE ADJUSTABLE_PARAMETER_LIMITS.H FILE [Alt: APLI22]
0x0006005c,blank_spot_in_the_adjustable_parameter_limits_h_file_none,BLANK SPOT IN THE ADJUSTABLE_PARAMETER_LIMITS.H FILE
0x0006005e,blank_spot_in_the_adjustable_parameter_limits_h_file_none,BLANK SPOT IN THE ADJUSTABLE_PARAMETER_LIMITS.H FILE
0x00060060,min_range_value_22413312_112066560,MIN RANGE VALUE [Alt: APLI25]
0x00060064,max_range_value_22413312_112066560,MAX RANGE VALUE [Alt: APLI26]
0x00060068,blank_spot_in_the_adjustable_parameter_limits_h_file_none,BLANK SPOT IN THE ADJUSTABLE_PARAMETER_LIMITS.H FILE [Alt: APLI27]
0x0006006a,blank_spot_in_the_adjustable_parameter_limits_h_file_none,BLANK SPOT IN THE ADJUSTABLE_PARAMETER_LIMITS.H FILE [Alt: APLI28]
0x0006006c,min_range_value_assigned_for_tire_size_300_700,MIN RANGE VALUE ASSIGNED FOR TIRE_SIZE [Alt: APLI29]
0x0006006e,max_range_value_assigned_for_tire_size_300_700,MAX RANGE VALUE ASSIGNED FOR TIRE_SIZE [Alt: APLI30]
0x00060070,lowest_extremely_cold_temperature_50_to_293,LOWEST  EXTREMELY COLD TEMPERATURE
0x00060072,highest_extremely_cold_temperature_50_to_293,HIGHEST EXTREMELY COLD TEMPERATURE
0x00060074,lowest_extremely_warm_temperature_50_to_293,LOWEST  EXTREMELY WARM TEMPERATURE
0x00060076,highest_extremely_warm_temperature_50_to_293,HIGHEST EXTREMELY WARM TEMPERATURE
0x00060080,CRBDWDMX,MAXMIMUM WIDTH OF THE BOTTOM DROOP IN CRUISE.
0x00060088,min_value_for_default_multi_factor_set_by_service_tool_0_5_5,MIN VALUE FOR DEFAULT MULTI_FACTOR SET BY SERVICE TOOL
0x0006008a,max_value_for_default_multi_factor_set_by_service_tool_0_5_5,MAX VALUE FOR DEFAULT MULTI_FACTOR SET BY SERVICE TOOL
0x0006008c,lower_limit_for_tool_input_of_user_hours_manual_mode_1_2000,LOWER LIMIT FOR TOOL INPUT OF USER HOURS (MANUAL MODE)
0x0006008e,upper_limit_for_tool_input_of_user_hours_manual_mode_1_2000,UPPER LIMIT FOR TOOL INPUT OF USER HOURS (MANUAL MODE)
0x00060090,lower_limit_on_tool_input_of_pct_interval_to_set_warning_flag_1_100,LOWER LIMIT ON TOOL INPUT OF PCT INTERVAL TO SET WARNING FLAG
0x00060092,upper_limit_on_tool_input_of_pct_interval_to_set_warning_flag_1_100,UPPER LIMIT ON TOOL INPUT OF PCT INTERVAL TO SET WARNING FLAG
0x00060094,lowest_allowed_value_for_pto_minimum_reference_speed_entered_on_0_5000,LOWEST ALLOWED VALUE FOR PTO_MINIMUM_REFERENCE_SPEED ENTERED ON
0x0006009a,tool_minimum_for_hot_shutdown_load_factor_threshold_0_150,TOOL MINIMUM FOR HOT SHUTDOWN LOAD FACTOR THRESHOLD
0x0006009c,tool_minimum_for_hot_shutdown_load_factor_threshold_0_150,TOOL MINIMUM FOR HOT SHUTDOWN LOAD FACTOR THRESHOLD
0x00060570,coolant_advance_place_holder_number_one_0_100,COOLANT ADVANCE PLACE HOLDER NUMBER ONE [Alt: CAMXFLTR]
0x000607ba,minimum_boost_voltage_recovery_time_0_10,MINIMUM BOOST VOLTAGE RECOVERY TIME
0x000607c4,kick_out_of_the_double_pulsing_if_engine_speed_is_greater_th_850_950,KICK OUT OF THE DOUBLE PULSING IF ENGINE SPEED IS GREATER TH
0x000607c6,kick_out_of_the_double_pulsing_if_engine_speed_is_less_than_250_350,KICK OUT OF THE DOUBLE PULSING IF ENGINE SPEED IS LESS THAN 
0x000607ce,double_pulsing_shall_be_kicked_out_if_tvc_is_greater_than_this_0_120,DOUBLE PULSING SHALL BE KICKED OUT IF TVC IS GREATER THAN THIS
0x000607d0,degree_of_the_first_time_sol_valve_open_after_tdc_for_double_30_690,DEGREE OF THE FIRST TIME SOL VALVE OPEN AFTER TDC FOR DOUBLE 
0x000607d2,degree_of_the_second_time_sol_valve_open_after_tdc_for_double_30_690,DEGREE OF THE SECOND TIME SOL VALVE OPEN AFTER TDC FOR DOUBLE
0x00060f7e,default_j1939_network_address_for_ecm_as_engine_node_0_255,DEFAULT J1939 NETWORK ADDRESS FOR ECM AS ENGINE NODE
0x00060f80,default_j1939_network_address_for_ecm_as_retarder_node_upon_po_0_255,DEFAULT J1939 NETWORK ADDRESS FOR ECM AS RETARDER NODE UPON PO
0x00060f98,bit_mapped_parameter_determining_access_restriction_of_comman_0_2_32,BIT-MAPPED PARAMETER DETERMINING ACCESS RESTRICTION OF COMMAN
0x00060f9e,enable_for_cruise_control_vehicle_speed_message_0_1,ENABLE FOR CRUISE CONTROL / VEHICLE SPEED MESSAGE [Alt: enable_for_fuel_economy_message_0_1]
0x00060fa0,indicator_of_freeze_frame_format_0_255,INDICATOR OF FREEZE FRAME FORMAT
0x00060fac,fault_data_j1939_record_0_n_a,FAULT DATA J1939 RECORD   0
0x00060fb0,fault_data_j1939_record_1_n_a,FAULT DATA J1939 RECORD   1
0x00060fb4,fault_data_j1939_record_2_n_a,FAULT DATA J1939 RECORD   2
0x00060fb8,fault_data_j1939_record_3_n_a,FAULT DATA J1939 RECORD   3
0x00060fbc,fault_data_j1939_record_4_n_a,FAULT DATA J1939 RECORD   4
0x00060fc0,fault_data_j1939_record_5_n_a,FAULT DATA J1939 RECORD   5
0x00060fc4,fault_data_j1939_record_6_n_a,FAULT DATA J1939 RECORD   6
0x00060fc8,fault_data_j1939_record_7_n_a,FAULT DATA J1939 RECORD   7
0x00060fcc,fault_data_j1939_record_8_n_a,FAULT DATA J1939 RECORD   8
0x00060fd0,fault_data_j1939_record_9_n_a,FAULT DATA J1939 RECORD   9
0x00060fd4,fault_data_j1939_record_10_n_a,FAULT DATA J1939 RECORD  10
0x00060fd8,fault_data_j1939_record_11_n_a,FAULT DATA J1939 RECORD  11
0x00060fdc,fault_data_j1939_record_12_n_a,FAULT DATA J1939 RECORD  12
0x00060fe0,fault_data_j1939_record_13_n_a,FAULT DATA J1939 RECORD  13
0x00060fe4,fault_data_j1939_record_14_n_a,FAULT DATA J1939 RECORD  14
0x00060fe8,fault_data_j1939_record_15_n_a,FAULT DATA J1939 RECORD  15
0x00060fec,fault_data_j1939_record_16_n_a,FAULT DATA J1939 RECORD  16
0x00060ff0,fault_data_j1939_record_17_n_a,FAULT DATA J1939 RECORD  17
0x00060ff4,fault_data_j1939_record_18_n_a,FAULT DATA J1939 RECORD  18
0x00060ff8,fault_data_j1939_record_19_n_a,FAULT DATA J1939 RECORD  19
0x00060ffc,fault_data_j1939_record_20_n_a,FAULT DATA J1939 RECORD  20
0x00061000,fault_data_j1939_record_21_n_a,FAULT DATA J1939 RECORD  21
0x00061004,fault_data_j1939_record_22_n_a,FAULT DATA J1939 RECORD  22
0x00061008,fault_data_j1939_record_23_n_a,FAULT DATA J1939 RECORD  23
0x0006100c,fault_data_j1939_record_24_n_a,FAULT DATA J1939 RECORD  24
0x00061010,fault_data_j1939_record_25_n_a,FAULT DATA J1939 RECORD  25
0x00061014,fault_data_j1939_record_26_n_a,FAULT DATA J1939 RECORD  26
0x00061018,fault_data_j1939_record_27_n_a,FAULT DATA J1939 RECORD  27
0x0006101c,fault_data_j1939_record_28_n_a,FAULT DATA J1939 RECORD  28
0x00061020,fault_data_j1939_record_29_n_a,FAULT DATA J1939 RECORD  29
0x00061024,fault_data_j1939_record_30_n_a,FAULT DATA J1939 RECORD  30
0x00061028,fault_data_j1939_record_31_n_a,FAULT DATA J1939 RECORD  31
0x0006102c,fault_data_j1939_record_32_n_a,FAULT DATA J1939 RECORD  32
0x00061030,fault_data_j1939_record_33_n_a,FAULT DATA J1939 RECORD  33
0x00061034,fault_data_j1939_record_34_n_a,FAULT DATA J1939 RECORD  34
0x00061038,fault_data_j1939_record_35_n_a,FAULT DATA J1939 RECORD  35
