address,name,type,comment,length,calterm_type,unit,data_pattern
0x00008ca0,hour_meter_conversion_table,word,Hour meter conversion lookup table - used by writeHourMeterConversionData and clutchOperatingStatisticsTracker,2,6,,lookup
0x00009c40,governor_pid_fuel_lookup_table,word,Governor fuel PID lookup table - used by governorFuelPidController governorPidFuelCalculator flashEraseWithWatchdog,2,6,,lookup
0x0000ec1a,software_build_date_time_0_4294967296,dword,SOFTWARE BUILD DATE & TIME,4,0,CNTS,parameter
0x00037eae,firmware_data_source,byte,Source address for firmware data copying to working memory (10KB),1,0,,address
0x00060000,service_tool_adjustable_parameter_range_limits_n_a,word,SERVICE TOOL ADJUSTABLE PARAMETER RANGE LIMITS [CalTerm: ADJ_LIM],2,0,NONE,parameter
0x00060002,lower_limit_of_hsg_breakpoint_speed_0_5000,word,LOWER LIMIT OF HSG BREAKPOINT SPEED,2,0,RPM,parameter
0x00060004,upper_limit_of_hsg_breakpoint_speed_0_5000,word,UPPER LIMIT OF HSG BREAKPOINT SPEED,2,0,RPM,parameter
0x00060006,max_range_limit_for_pto_setpoints_600_2500_6,word,MAX RANGE LIMIT FOR PTO SETPOINTS,2,0,RPM,parameter
0x00060008,max_range_limit_for_pto_setpoints_600_2500_8,word,MAX RANGE LIMIT FOR PTO SETPOINTS,2,0,RPM,parameter
0x0006000a,min_range_limit_for_pto_setpoints_600_2500_a,word,MIN RANGE LIMIT FOR PTO SETPOINTS,2,0,RPM,parameter
0x0006000c,tool_minimum_limit_for_pto_droop_slope_adjustable_parameter_0_1_9,word,TOOL MINIMUM LIMIT FOR PTO DROOP SLOPE ADJUSTABLE PARAMETER,2,0,R/F,parameter
0x0006000e,tool_maximum_limit_for_pto_droop_slope_adjustable_parameter_0_1_9,word,TOOL MAXIMUM LIMIT FOR PTO DROOP SLOPE ADJUSTABLE PARAMETER,2,0,R/F,parameter
0x00060010,tool_minimum_limit_for_pto_droop_adjust_offset_adjustable_par_0_0_2,word,TOOL MINIMUM LIMIT FOR PTO DROOP ADJUST OFFSET ADJUSTABLE PAR,2,0,NONE,parameter
0x00060012,tool_maximum_limit_for_pto_droop_adjust_offset_adjustable_par_0_0_2,word,TOOL MAXIMUM LIMIT FOR PTO DROOP ADJUST OFFSET ADJUSTABLE PAR,2,0,NONE,parameter
0x00060014,tool_minimum_limit_for_pto_droop_adjust_offset_adjustable_p_0_0_0_05,word,TOOL MINIMUM LIMIT FOR PTO DROOP ADJUST OFFSET ADJUSTABLE P,2,0,NONE,parameter
0x00060016,tool_maximum_limit_for_pto_droop_adjust_offset_adjustable_p_0_0_0_05,word,TOOL MAXIMUM LIMIT FOR PTO DROOP ADJUST OFFSET ADJUSTABLE P,2,0,NONE,parameter
0x00060018,minimum_for_asg_droop_gain1_0_4000,word,MINIMUM FOR ASG_DROOP_GAIN1 [CalTerm: ASTL01MN],2,0,RPM,parameter
0x0006001a,maximum_for_asg_droop_gain1_0_4000,word,MAXIMUM FOR ASG_DROOP_GAIN1 [CalTerm: ASTL01MX],2,0,RPM,parameter
0x0006001c,minimum_for_asg_droop_gain2_none,word,MINIMUM FOR ASG_DROOP_GAIN2 [CalTerm: ASTL02MN],2,0,RPM,parameter
0x0006001e,maximum_for_asg_droop_gain2_none,word,MAXIMUM FOR ASG_DROOP_GAIN2 [CalTerm: ASTL02MX],2,0,RPM,parameter
0x00060020,minimum_allowed_speed_for_asg_minimum_speed_0_3000,word,MINIMUM ALLOWED SPEED FOR ASG_MINIMUM_SPEED [CalTerm: ASTLMNMN],2,0,RPM,parameter
0x00060022,maximum_allowed_speed_for_asg_minimum_speed_0_3000,word,MAXIMUM ALLOWED SPEED FOR ASG_MINIMUM_SPEED [CalTerm: ASTLMNMX],2,0,RPM,parameter
0x00060024,minimum_allowed_speed_for_asg_maximum_speed_0_3000,word,MINIMUM ALLOWED SPEED FOR ASG_MAXIMUM_SPEED [CalTerm: ASTLMXMN],2,0,RPM,parameter
0x00060026,maximum_allowed_speed_for_asg_maximum_speed_0_3000,word,MAXIMUM ALLOWED SPEED FOR ASG_MAXIMUM_SPEED [CalTerm: ASTLMXMX],2,0,RPM,parameter
0x00060028,tool_lowest_allowable_low_idle_speed_300_1000,word,TOOL LOWEST ALLOWABLE LOW IDLE SPEED,2,0,RPM,parameter
0x0006002a,tool_highest_allowable_low_idle_speed_300_1000,word,TOOL HIGHEST ALLOWABLE LOW IDLE SPEED,2,0,RPM,parameter
0x0006002c,minimum_value_of_slope_of_hsg_droop_line_0_69,word,MINIMUM VALUE OF SLOPE OF HSG DROOP LINE,2,0,RP/F,parameter
0x0006002e,maximum_value_of_slope_of_line_defining_hsg_droop_line_0_69,word,MAXIMUM VALUE OF SLOPE OF LINE DEFINING HSG DROOP LINE,2,0,RP/F,parameter
0x00060030,minimum_of_fueling_intercept_used_in_determining_hsg_droop_ref_0_500,word,MINIMUM OF FUELING INTERCEPT USED IN DETERMINING HSG DROOP REF,2,0,MM3S,parameter
0x00060032,maximum_of_fueling_intercept_used_in_determining_hsg_droop_ref_0_500,word,MAXIMUM OF FUELING INTERCEPT USED IN DETERMINING HSG DROOP REF,2,0,MM3S,parameter
0x00060034,minimum_value_of_indicator_of_what_type_switch_is_connected_1_3,word,MINIMUM VALUE OF INDICATOR OF WHAT TYPE SWITCH IS CONNECTED,2,0,HEX,parameter
0x00060036,maximum_value_of_indicator_of_what_type_switch_is_connected_1_3,word,MAXIMUM VALUE OF INDICATOR OF WHAT TYPE SWITCH IS CONNECTED,2,0,HEX,parameter
0x00060038,tool_minimum_limit_for_all_governors_droop_percent_adjustab_0_0_50_0,word,TOOL MINIMUM LIMIT FOR ALL GOVERNORS DROOP PERCENT ADJUSTAB,2,0,%,parameter
0x0006003a,tool_maximum_limit_for_all_governors_droop_percent_adjustab_0_0_50_0,word,TOOL MAXIMUM LIMIT FOR ALL GOVERNORS DROOP PERCENT ADJUSTAB,2,0,%,parameter
0x0006003c,apli00_param,word,BLANK SPOT IN THE ADJUSTABLE_PARAMETER_LIMITS.H FILE [CalTerm: APLI00],2,0,NONE,parameter
0x0006003e,apli01_param,word,BLANK SPOT IN THE ADJUSTABLE_PARAMETER_LIMITS.H FILE [CalTerm: APLI01],2,0,NONE,parameter
0x00060040,most_time_lfrom_start_to_shutdown_flag_active_1_6550,word,MOST TIME LFROM START TO SHUTDOWN FLAG ACTIVE,2,0,SEC,parameter
0x00060042,least_time_from_start_to_shutdown_flag_active_1_6550,word,LEAST TIME FROM START TO SHUTDOWN FLAG ACTIVE,2,0,SEC,parameter
0x0006004c,pto_set_speed_display_value_lower_limit_none,word,PTO SET SPEED DISPLAY VALUE LOWER LIMIT,2,0,RPM,parameter
0x0006004e,pto_set_speed_display_value_upper_limit_none,word,PTO SET SPEED DISPLAY VALUE UPPER LIMIT,2,0,RPM,parameter
0x00060050,tool_lower_limit_on_pto_ramp_rate_100_5000,word,TOOL LOWER LIMIT ON PTO_RAMP_RATE [CalTerm: APLI17],2,0,R/S,parameter
0x00060052,tool_upper_limit_on_pto_ramp_rate_100_5000,word,TOOL UPPER LIMIT ON PTO_RAMP_RATE [CalTerm: APLI18],2,0,R/S,parameter
0x00060054,tool_lower_limit_on_pto_engagement_slew_rate_100_5000,word,TOOL LOWER LIMIT ON PTO_ENGAGEMENT_SLEW_RATE [CalTerm: APLI19],2,0,R/S,parameter
0x00060056,tool_upper_limit_on_pto_engagement_slew_rate_100_5000,word,TOOL UPPER LIMIT ON PTO_ENGAGEMENT_SLEW_RATE [CalTerm: APLI20],2,0,R/S,parameter
0x00060058,apli21_param,word,BLANK SPOT IN THE ADJUSTABLE_PARAMETER_LIMITS.H FILE [CalTerm: APLI21],2,0,NONE,parameter
0x0006005a,apli22_param,word,BLANK SPOT IN THE ADJUSTABLE_PARAMETER_LIMITS.H FILE [CalTerm: APLI22],2,0,NONE,parameter
0x0006005c,blank_spot_in_the_adjustable_parameter_limits_h_file_none_5c,word,BLANK SPOT IN THE ADJUSTABLE_PARAMETER_LIMITS.H FILE,2,0,NONE,parameter
0x0006005e,blank_spot_in_the_adjustable_parameter_limits_h_file_none_5e,word,BLANK SPOT IN THE ADJUSTABLE_PARAMETER_LIMITS.H FILE,2,0,NONE,parameter
0x00060060,min_range_value_22413312_112066560,dword,MIN RANGE VALUE [CalTerm: APLI25],4,0,NONE,parameter
0x00060064,max_range_value_22413312_112066560,dword,MAX RANGE VALUE [CalTerm: APLI26],4,0,NONE,parameter
0x00060068,apli27_param,word,BLANK SPOT IN THE ADJUSTABLE_PARAMETER_LIMITS.H FILE [CalTerm: APLI27],2,0,NONE,parameter
0x0006006a,apli28_param,word,BLANK SPOT IN THE ADJUSTABLE_PARAMETER_LIMITS.H FILE [CalTerm: APLI28],2,0,NONE,parameter
0x0006006c,min_range_value_assigned_for_tire_size_300_700,word,MIN RANGE VALUE ASSIGNED FOR TIRE_SIZE [CalTerm: APLI29],2,0,NONE,parameter
0x0006006e,max_range_value_assigned_for_tire_size_300_700,word,MAX RANGE VALUE ASSIGNED FOR TIRE_SIZE [CalTerm: APLI30],2,0,NONE,parameter
0x00060070,lowest_extremely_cold_temperature_50_to_293,word,LOWEST  EXTREMELY COLD TEMPERATURE,2,0,DEGF,parameter
0x00060072,highest_extremely_cold_temperature_50_to_293,word,HIGHEST EXTREMELY COLD TEMPERATURE,2,0,DEGF,parameter
0x00060074,lowest_extremely_warm_temperature_50_to_293,word,LOWEST  EXTREMELY WARM TEMPERATURE,2,0,DEGF,parameter
0x00060076,highest_extremely_warm_temperature_50_to_293,word,HIGHEST EXTREMELY WARM TEMPERATURE,2,0,DEGF,parameter
0x00060080,CRBDWDMX,word,MAXMIMUM WIDTH OF THE BOTTOM DROOP IN CRUISE.,2,0,MPH,data
0x00060088,min_value_for_default_multi_factor_set_by_service_tool_0_5_5,word,MIN VALUE FOR DEFAULT MULTI_FACTOR SET BY SERVICE TOOL,2,0,NONE,parameter
0x0006008a,max_value_for_default_multi_factor_set_by_service_tool_0_5_5,word,MAX VALUE FOR DEFAULT MULTI_FACTOR SET BY SERVICE TOOL,2,0,NONE,parameter
0x0006008c,lower_limit_for_tool_input_of_user_hours_manual_mode_1_2000,word,LOWER LIMIT FOR TOOL INPUT OF USER HOURS (MANUAL MODE),2,0,HR,parameter
0x0006008e,upper_limit_for_tool_input_of_user_hours_manual_mode_1_2000,word,UPPER LIMIT FOR TOOL INPUT OF USER HOURS (MANUAL MODE),2,0,HR,parameter
0x00060090,lower_limit_on_tool_input_of_pct_interval_to_set_warning_flag_1_100,word,LOWER LIMIT ON TOOL INPUT OF PCT INTERVAL TO SET WARNING FLAG,2,0,%,parameter
0x00060092,upper_limit_on_tool_input_of_pct_interval_to_set_warning_flag_1_100,word,UPPER LIMIT ON TOOL INPUT OF PCT INTERVAL TO SET WARNING FLAG,2,0,%,parameter
0x00060094,lowest_allowed_value_for_pto_minimum_reference_speed_entered_on_0_5000,word,LOWEST ALLOWED VALUE FOR PTO_MINIMUM_REFERENCE_SPEED ENTERED ON,2,0,RPM,parameter
0x0006009a,tool_minimum_for_hot_shutdown_load_factor_threshold_0_150_9a,word,TOOL MINIMUM FOR HOT SHUTDOWN LOAD FACTOR THRESHOLD,2,0,PCNT,parameter
0x0006009c,tool_minimum_for_hot_shutdown_load_factor_threshold_0_150_9c,word,TOOL MINIMUM FOR HOT SHUTDOWN LOAD FACTOR THRESHOLD,2,0,PCNT,parameter
0x00060138,AFFLLMZA,word,AFC LOOK-UP TABLE DEFINING FUELING LIMIT AS A FUNCTION OF BOOST AND EN,2,6,MM3S,lookup
0x000603ba,ATAAPRYA,dword,AMBIENT AIR PRESSURE AXIS VALUES (4 VALUES) FOR ALTITUDE_DERATE_FUELIN,4,4,INHG,axis
0x00060472,ASALDPXA,word,ASG ALTERNATE DROOP TABLE INPUT AXIS,7,4,RPM,axis
0x00060492,ASDPTBXA,word,ASG DROOP TABLE INPUT AXIS (F(REFERENCE SPEED)),7,4,RPM,axis
0x000604d0,JC3BCOXA,dword,CalTerm JC3BCOXA: JCOMM 246 BRAKE CONTROL RPM AXIS INDEPENDENT AXIS USED FOR,4,4,RPM,lookup
0x000604f8,JC2BCOXA,dword,CalTerm JC2BCOXA: JCOMM 36 BRAKE CONTROL RPM AXIS INDEPENDENT AXIS USED FOR,4,4,RPM,lookup
0x00060534,JCBCRPXA,dword,CalTerm JCBCRPXA: JCOMM BRAKE CONTROL RPM INDEP. AXIS USED FOR J1939 RETARDER MAP,4,4,RPM,lookup
0x00060548,JC3CTQYA,word,CalTerm JC3CTQYA: JCOMM BRAKE MAP 3 AXIS DEP. AXIS THAT DEFINES 3 CYL. BRAKING TO,2,5,N-M,lookup
0x0006055c,JC5CTQYA,word,CalTerm JC5CTQYA: JCOMM BRAKE MAP 5 AXIS DEP. AXIS THAT DEFINES 5 CYL. BRAKING TO,2,5,N-M,lookup
0x00060570,coolant_advance_place_holder_number_one_0_100,word,COOLANT ADVANCE PLACE HOLDER NUMBER ONE [CalTerm: CAMXFLTR],2,0,NONE,parameter
0x00060584,ADCLXA,qword,COOLANT TEMPERATURE AXIS FOR THE COOLANT ADVANCE TIMING INCREMENT TABL,8,4,DEGF,axis
0x000605b2,CPCS01XA,byte[13],REF. AXIS FOR RATIO OF CYL. PRESS. TO COMPRESSION PRESS. PER DEGREE TV,13,4,RPM,axis
0x000605f2,CPCS02YA,word,DATA AXIS FOR COMPRESSION RATIO RAISED TO POWER OF A POLYTROPIC CONSTA,2,6,NONE,axis
0x0006065c,CPCS03XA,byte[13],REFERENCE AXIS FOR RATIO OF DEG. F TO DEG. TVC TABLE,13,4,RPM,axis
0x000606a4,CPDSXA,byte[13],ENGINE SPEED REFERENCE AXIS FOR DESIRED CYLINDER PRESSURE TABLE,13,4,RPM,axis
0x00060776,CPBS03,word,BLANK SPOT FOR START_OF_INJECTION_AXIS,2,5,NONE,axis
0x000607a6,JCFCAJFL,word,CalTerm JCFCAJFL: JCOMM FRICT LOAD TVO AXIS FRICTIONAL LOAD LINE COOLANT TEMP AD,2,5,MM3S,lookup
0x000607ba,minimum_boost_voltage_recovery_time_0_10,word,MINIMUM BOOST VOLTAGE RECOVERY TIME,2,0,MSEC,parameter
0x000607c4,kick_out_of_the_double_pulsing_if_engine_speed_is_greater_th_850_950,word,KICK OUT OF THE DOUBLE PULSING IF ENGINE SPEED IS GREATER TH,2,0,RPM,parameter
0x000607c6,kick_out_of_the_double_pulsing_if_engine_speed_is_less_than_250_350,word,KICK OUT OF THE DOUBLE PULSING IF ENGINE SPEED IS LESS THAN ,2,0,RPM,parameter
0x000607ce,double_pulsing_shall_be_kicked_out_if_tvc_is_greater_than_this_0_120,word,DOUBLE PULSING SHALL BE KICKED OUT IF TVC IS GREATER THAN THIS,2,0,DADV,parameter
0x000607d0,degree_of_the_first_time_sol_valve_open_after_tdc_for_double_30_690,word,DEGREE OF THE FIRST TIME SOL VALVE OPEN AFTER TDC FOR DOUBLE ,2,0,TVO,parameter
0x000607d2,degree_of_the_second_time_sol_valve_open_after_tdc_for_double_30_690,word,DEGREE OF THE SECOND TIME SOL VALVE OPEN AFTER TDC FOR DOUBLE,2,0,TVO,parameter
0x000608a4,table_5DFL01ZA,word,SS FUEL LOOK-UP TABLE USED BY 4D FUELING TO DETERMINE THROTTLE COMMAND,2,6,MM3S,lookup
0x00060982,table_5DFL00ZA,word,TRANSIENT FUEL LOOK-UP TABLE USED BY 4D FUELING TO DETERMINE THROTTLE,2,6,MM3S,lookup
0x00060a74,table_4DTA01XA,byte[19],ENGINE SPEED AXIS FOR THE STEADY STATE TIMING ADVANCE TABLE (17 VALUES,19,4,RPM,axis
0x00060d1e,table_4DTA00ZA,word,TIMING ADVANCE LOOK-UP TABLE FOR TRANSIENT ENGINE OPERATION (9 X 17 VA,2,6,DEG,lookup
0x00060f7e,default_j1939_network_address_for_ecm_as_engine_node_0_255,word,DEFAULT J1939 NETWORK ADDRESS FOR ECM AS ENGINE NODE,2,0,NONE,parameter
0x00060f80,default_j1939_network_address_for_ecm_as_retarder_node_upon_po_0_255,word,DEFAULT J1939 NETWORK ADDRESS FOR ECM AS RETARDER NODE UPON PO,2,0,NONE,parameter
0x00060f88,JCDFEGNM,byte,CalTerm JCDFEGNM: DEFAULT J1939 NETWORK NAME FOR ECM AS ENGINE NODE,8,2,HEX,value
0x00060f90,JCDFRDNM,byte,CalTerm JCDFRDNM: DEFAULT J1939 NETWORK NAME FOR ECM AS RETARDER NODE UPON POWE,8,2,HEX,value
0x00060f98,bit_mapped_parameter_determining_access_restriction_of_comman_0_2_32,dword,BIT-MAPPED PARAMETER DETERMINING ACCESS RESTRICTION OF COMMAN,4,0,NONE,parameter
0x00060f9c,JC39ENFG,word,CalTerm JC39ENFG: J1939 MESSAGE ENABLE FLAGS TABLE,2,2,HEX,flag
0x00060f9e,enable_for_fuel_economy_message_0_1,word,ENABLE FOR FUEL ECONOMY MESSAGE,2,0,HEX,parameter
0x00060fa0,indicator_of_freeze_frame_format_0_255,word,INDICATOR OF FREEZE FRAME FORMAT,2,0,NONE,parameter
0x00060fa8,JCNTCTMR,word,CalTerm JCNTCTMR: INDICATOR OF SOFTWARE'S SUPPORT OF NON-CONTINUOUSLY RUN MON,2,0,NONE,value
0x00060fac,fault_data_j1939_record_0_n_a,dword,FAULT DATA J1939 RECORD   0,4,0,HEX,parameter
0x00060fb0,fault_data_j1939_record_1_n_a,dword,FAULT DATA J1939 RECORD   1,4,0,HEX,parameter
0x00060fb4,fault_data_j1939_record_2_n_a,dword,FAULT DATA J1939 RECORD   2,4,0,HEX,parameter
0x00060fb8,fault_data_j1939_record_3_n_a,dword,FAULT DATA J1939 RECORD   3,4,0,HEX,parameter
0x00060fbc,fault_data_j1939_record_4_n_a,dword,FAULT DATA J1939 RECORD   4,4,0,HEX,parameter
0x00060fc0,fault_data_j1939_record_5_n_a,dword,FAULT DATA J1939 RECORD   5,4,0,HEX,parameter
0x00060fc4,fault_data_j1939_record_6_n_a,dword,FAULT DATA J1939 RECORD   6,4,0,HEX,parameter
0x00060fc8,fault_data_j1939_record_7_n_a,dword,FAULT DATA J1939 RECORD   7,4,0,HEX,parameter
0x00060fcc,fault_data_j1939_record_8_n_a,dword,FAULT DATA J1939 RECORD   8,4,0,HEX,parameter
0x00060fd0,fault_data_j1939_record_9_n_a,dword,FAULT DATA J1939 RECORD   9,4,0,HEX,parameter
0x00060fd4,fault_data_j1939_record_10_n_a,dword,FAULT DATA J1939 RECORD  10,4,0,HEX,parameter
0x00060fd8,fault_data_j1939_record_11_n_a,dword,FAULT DATA J1939 RECORD  11,4,0,HEX,parameter
0x00060fdc,fault_data_j1939_record_12_n_a,dword,FAULT DATA J1939 RECORD  12,4,0,HEX,parameter
0x00060fe0,fault_data_j1939_record_13_n_a,dword,FAULT DATA J1939 RECORD  13,4,0,HEX,parameter
0x00060fe4,fault_data_j1939_record_14_n_a,dword,FAULT DATA J1939 RECORD  14,4,0,HEX,parameter
0x00060fe8,fault_data_j1939_record_15_n_a,dword,FAULT DATA J1939 RECORD  15,4,0,HEX,parameter
0x00060fec,fault_data_j1939_record_16_n_a,dword,FAULT DATA J1939 RECORD  16,4,0,HEX,parameter
0x00060ff0,fault_data_j1939_record_17_n_a,dword,FAULT DATA J1939 RECORD  17,4,0,HEX,parameter
0x00060ff4,fault_data_j1939_record_18_n_a,dword,FAULT DATA J1939 RECORD  18,4,0,HEX,parameter
0x00060ff8,fault_data_j1939_record_19_n_a,dword,FAULT DATA J1939 RECORD  19,4,0,HEX,parameter
0x00060ffc,fault_data_j1939_record_20_n_a,dword,FAULT DATA J1939 RECORD  20,4,0,HEX,parameter
0x00061000,fault_data_j1939_record_21_n_a,dword,FAULT DATA J1939 RECORD  21,4,0,HEX,parameter
0x00061004,fault_data_j1939_record_22_n_a,dword,FAULT DATA J1939 RECORD  22,4,0,HEX,parameter
0x00061008,fault_data_j1939_record_23_n_a,dword,FAULT DATA J1939 RECORD  23,4,0,HEX,parameter
0x0006100c,fault_data_j1939_record_24_n_a,dword,FAULT DATA J1939 RECORD  24,4,0,HEX,parameter
0x00061010,fault_data_j1939_record_25_n_a,dword,FAULT DATA J1939 RECORD  25,4,0,HEX,parameter
0x00061014,fault_data_j1939_record_26_n_a,dword,FAULT DATA J1939 RECORD  26,4,0,HEX,parameter
0x00061018,fault_data_j1939_record_27_n_a,dword,FAULT DATA J1939 RECORD  27,4,0,HEX,parameter
0x0006101c,fault_data_j1939_record_28_n_a,dword,FAULT DATA J1939 RECORD  28,4,0,HEX,parameter
0x00061020,fault_data_j1939_record_29_n_a,dword,FAULT DATA J1939 RECORD  29,4,0,HEX,parameter
0x00061024,fault_data_j1939_record_30_n_a,dword,FAULT DATA J1939 RECORD  30,4,0,HEX,parameter
0x00061028,fault_data_j1939_record_31_n_a,dword,FAULT DATA J1939 RECORD  31,4,0,HEX,parameter
0x0006102c,fault_data_j1939_record_32_n_a,dword,FAULT DATA J1939 RECORD  32,4,0,HEX,parameter
0x00061030,fault_data_j1939_record_33_n_a,dword,FAULT DATA J1939 RECORD  33,4,0,HEX,parameter
0x00061034,fault_data_j1939_record_34_n_a,dword,FAULT DATA J1939 RECORD  34,4,0,HEX,parameter
0x00061038,fault_data_j1939_record_35_n_a,dword,FAULT DATA J1939 RECORD  35,4,0,HEX,parameter
0x0006103c,fault_data_j1939_record_36_n_a,dword,FAULT DATA J1939 RECORD  36,4,0,HEX,parameter
0x00061040,fault_data_j1939_record_37_n_a,dword,FAULT DATA J1939 RECORD  37,4,0,HEX,parameter
0x00061044,fault_data_j1939_record_38_n_a,dword,FAULT DATA J1939 RECORD  38,4,0,HEX,parameter
0x00061048,fault_data_j1939_record_39_n_a,dword,FAULT DATA J1939 RECORD  39,4,0,HEX,parameter
0x0006104c,fault_data_j1939_record_40_n_a,dword,FAULT DATA J1939 RECORD  40,4,0,HEX,parameter
0x00061050,fault_data_j1939_record_41_n_a,dword,FAULT DATA J1939 RECORD  41,4,0,HEX,parameter
0x00061054,fault_data_j1939_record_42_n_a,dword,FAULT DATA J1939 RECORD  42,4,0,HEX,parameter
0x00061058,fault_data_j1939_record_43_n_a,dword,FAULT DATA J1939 RECORD  43,4,0,HEX,parameter
0x0006105c,fault_data_j1939_record_44_n_a,dword,FAULT DATA J1939 RECORD  44,4,0,HEX,parameter
0x00061060,fault_data_j1939_record_45_n_a,dword,FAULT DATA J1939 RECORD  45,4,0,HEX,parameter
0x00061064,fault_data_j1939_record_46_n_a,dword,FAULT DATA J1939 RECORD  46,4,0,HEX,parameter
0x00061068,fault_data_j1939_record_47_n_a,dword,FAULT DATA J1939 RECORD  47,4,0,HEX,parameter
0x0006106c,fault_data_j1939_record_48_n_a,dword,FAULT DATA J1939 RECORD  48,4,0,HEX,parameter
0x00061070,fault_data_j1939_record_49_n_a,dword,FAULT DATA J1939 RECORD  49,4,0,HEX,parameter
0x00061074,fault_data_j1939_record_50_n_a,dword,FAULT DATA J1939 RECORD  50,4,0,HEX,parameter
0x00061078,fault_data_j1939_record_51_n_a,dword,FAULT DATA J1939 RECORD  51,4,0,HEX,parameter
0x0006107c,fault_data_j1939_record_52_n_a,dword,FAULT DATA J1939 RECORD  52,4,0,HEX,parameter
0x00061080,fault_data_j1939_record_53_n_a,dword,FAULT DATA J1939 RECORD  53,4,0,HEX,parameter
0x00061084,fault_data_j1939_record_54_n_a,dword,FAULT DATA J1939 RECORD  54,4,0,HEX,parameter
0x00061088,fault_data_j1939_record_55_n_a,dword,FAULT DATA J1939 RECORD  55,4,0,HEX,parameter
0x0006108c,fault_data_j1939_record_56_n_a,dword,FAULT DATA J1939 RECORD  56,4,0,HEX,parameter
0x00061090,fault_data_j1939_record_57_n_a,dword,FAULT DATA J1939 RECORD  57,4,0,HEX,parameter
0x00061094,fault_data_j1939_record_58_n_a,dword,FAULT DATA J1939 RECORD  58,4,0,HEX,parameter
0x00061098,fault_data_j1939_record_59_n_a,dword,FAULT DATA J1939 RECORD  59,4,0,HEX,parameter
0x0006109c,fault_data_j1939_record_60_n_a,dword,FAULT DATA J1939 RECORD  60,4,0,HEX,parameter
0x000610a0,fault_data_j1939_record_61_n_a,dword,FAULT DATA J1939 RECORD  61,4,0,HEX,parameter
0x000610a4,fault_data_j1939_record_62_n_a,dword,FAULT DATA J1939 RECORD  62,4,0,HEX,parameter
0x000610a8,fault_data_j1939_record_63_n_a,dword,FAULT DATA J1939 RECORD  63,4,0,HEX,parameter
0x000610ac,fault_data_j1939_record_64_n_a,dword,FAULT DATA J1939 RECORD  64,4,0,HEX,parameter
0x000610b0,fault_data_j1939_record_65_n_a,dword,FAULT DATA J1939 RECORD  65,4,0,HEX,parameter
0x000610b4,fault_data_j1939_record_66_n_a,dword,FAULT DATA J1939 RECORD  66,4,0,HEX,parameter
0x000610b8,fault_data_j1939_record_67_n_a,dword,FAULT DATA J1939 RECORD  67,4,0,HEX,parameter
