address,newName
0x0002f7ac,diagnosticModeFuelArbitrationHandler
0x0002f8b8,masterSubsystemInit
0x0002f96e,vp44ExtendedProcessingRouter
0x0002f662,oilPressureFuelArbitrationMonitor
0x0002f884,shutdownMinimumSelectorOrchestrator
0x0002fce4,diagnosticFuelOverrideHandler
0x0002fd74,vp44InjectionTimingSlowCycle40Coordinator
0x0002fe20,engineModeOutputControlInit
0x0002ff3a,engineModeOutputControlStateMachine
0x00010d78,canBusConfigTypeSelector
0x00010da4,speedDifferenceInterpolator
0x00010e02,speedBasedParameterLookup
0x00010e70,multiSpeedParameterInterpolation
0x00010f76,initIntakeManifoldTemperatureLimits
0x00011a0a,faultFlagScannerAndProcessor
0x00011ba0,insitePidDtcHandler
0x00011c0c,initHourMeterSystem
0x00011c28,vp44_status_data_collector
0x12afa,param_address_calc
0x00012b74,multiPacketTransmitHandler
0x00012d76,multiPacketReceiveHandler
0x00013bd8,rpmBasedFuelTimingInterpolation
0x00013c6a,frictionalLoadInterpolationCalculator
0x00013d66,rpmSourceSelectorForFrictionalLoad
0x00013d86,frictionalLoadTorqueInterpolator
0x00013e82,peakTorqueFuelCorrection
0x00013ecc,engineModeTransitionStateUpdater
0x00013f06,engineModeTransitionHandler
0x00013f46,shutdownProtectionSlowCycle40Coordinator
0x00013fe2,frictionalLoadTorqueManagementSlowCycle40Coordinator
0x00014a4a,diagnosticProtectionProcessor
0x00014ae4,protectionState1DiagnosticValidator
0x00014bdc,protectionUpdateHandler
0x00014c3a,protectionState3aPrimaryCoordinator
0x00014d6a,protectionState4EmergencyHandler
0x00014d24,protectionStateUpdater
0x00016af2,initOilPressureModeSystem
0x00016b0e,oilPressureModeParameterPointerConfig
0x00016ba8,dutyCycleMonitorCanInit
0x00016cb4,dutyCycleMonitorIsrHandler
0x00016f98,dutyCycleMonitorAltCanInit
0x17b3a,scheduler_init
0x17b88,mainLoopTaskSchedulerInit
0x00017bf2,schedulerPerformanceMonitor
0x00017c6e,schedulerWaitLoop
0x00017d40,fuelDemandModeSelector
0x00018b6e,fuelArbitratorInit
0x00018bbe,derateChangeDetector
0x00018c62,highRpmEngineProtectionStateMachine
0x00018e9c,initFuelArbitratorThreshold3
0x00018eb4,vp44ControlStructureInit
0x00018ee4,diagnosticBufferPointerInit
0x00018f6c,initFuelArbitratorThreshold5
0x18f82,activeParamReadFunction
0x00019a0a,insiteLiveDataHandler
0x00019c3c,responseBufferSpaceCheck
0x00019cbc,responseBufferFinalize
0x00019cf0,diagnosticMemoryWriteHandler
0x00019e62,diagnosticMemoryReadHandler
0x00020f14,vp44CommunicationTestAndInit
0x00025a90,advanced_oil_pressure_protection_system
0x00026aca,waterInFuelDiagnosticHandler
0x00026d98,ioOutputFlagMappingSlowCycle40Coordinator
0x00026e7e,initQADC
0x00026ec4,clearWorkingMemory
0x00026f10,canMemoryPointerTableInit
0x00026ff4,canMessageMemorySyncController
0x27dd4,retarderModeThresholdsSetup
0x27e86,systemControlFunction4
0x00027e98,systemSecurityCheck
0x00028bda,initDiagnosticSystemState
0x29C52,buildCanMessage
0x29a86,engineCoolantPGN_65226_Builder
0x29bf4,diagnosticDM2PGN_65227_Builder
0x00030ac0,engineModeBasedIoController
0x00030c78,rpmLoadParameterLookup
0x00030d40,rpmDerateCalculationController
0x00031a76,fuelTemperatureLimitingSecondary
0x00031b78,ioControlSourceRegisterManager
0x00031c60,fuelTemperatureProtectionSlowCycle40Coordinator
0x00031fb8,vp44SensorStatusMonitor
0x00032b16,timeDeltaCalculator
0x00032c1c,sensorStatusHistoryTracker
0x00033c48,baseTimingTableLookup
0x00033c84,liftPumpFuelDeliveryController
0x00033dca,derateThresholdIoController
0x00033e0e,vp44FsoFaultDetectionMonitor
0x00034a32,vp44FsoFaultBit15Monitor
0x00034b46,vp44FsoMultiBitFaultMonitor
0x00034d9e,vp44FsoStuckLowFaultDetector
0x00034d16,vp44FsoStuckHighFaultDetector
0x00034e7a,vp44FsoFaultConditionDetector
0x000103a2,initAncSpeedLimitAndAltitudeDerate
0x000107a4,engineRunTimeHistogramAccumulator
0x122d0,ioControlAndCanPinSwitching
0x131d6,circularBufferWrite
0x000132c8,engine_fault_monitoring_and_rpm_calculation
0x000137ac,engineRpmSourceInit
0x000138fe,canRpmModeConfigInit
0x000140ce,initLoadTrendingSystem
0x000145d4,protectionThresholdCalculationHelper
0x000147b6,protectionConditionEvaluator
0x000148f8,diagnosticProtectionEvaluator
0x000170b4,dutyCycleMonitorAltIsrHandler
0x000171a6,phase2_slot_0_handler
0x000171d2,phase2_slot_1_handler
0x000172ae,phase2_slot_8_handler
0x172bc,ioControlAndCanPinSwitchingWrapper
0x172c4,evenPhaseSchedulerTaskSet
0x172e4,oddPhaseSchedulerTaskSet
0x000172f8,vp44_engine_management_system
0x000173b0,slowCycle4Coordinator
0x000173f4,empty_debug_hook
0x000173f6,engineParameterAndBoostControlWrapper
0x000174a6,diagnosticDataTransmissionSlowCycle10Coordinator
0x000174ae,vp44ControlSystemCoordinator
0x000174c8,vp44ExtendedFaultDetectionCoordinator
0x000174dc,advancedEngineProtectionCoordinator
0x000174fc,slowCycle20Coordinator
0x000175a6,diagnosticStatisticsSlowCycle20Coordinator
0x175ba,main_loop
0x000181cc,diagnostic_parameter_handler
0x000181ea,fuelDemandTableBlendCalculator
0x000183a6,fuelDemandProportionalCalculationSlowCycle40Coordinator
0x000188f6,fuelDeliverySystemInit
0x000192c4,serialCommunicationIsrRegister
0x000202a4,hourMeterEventLogger
0x000207b6,dualCanControllerInit
0x000256a4,initDiagnosticProtocol
0x000258aa,systemControl75
0x000258e0,memoryPatchingSystem
0x000265a4,hardwareTimerFlagsInit
0x000265be,oilPressureRpmFaultMonitor
0x000271b0,parameterLookupForInsite
0x273c0,systemControlFunction2
0x000281e8,initSensorDataArrays
0x000283c0,engineSpeedIsrRegister
0x000283dc,engineRpmHardwareTimerSetup
0x000284aa,can1ControllerInit
0x000294ea,canBufferSetup1
0x295d4,ambientConditionsDataBuilder
0x000301a6,outputControlState1Handler
0x000302c6,outputControlState3Handler
0x000309da,faultBasedOutputStateCalculator
0x000311ea,vp44DiagnosticSensorThresholdMonitor
0x000341ea,vp44FsoCircuitFaultDetection
0x000342f6,vp44FsoCircuitFaultDetectionBit1
0x000353ec,liftPumpCommStatusMonitor
0x00035608,exponentialMovingAverage
0x000356f8,coreTableInterpolation
0x000357d2,proportionalCalculation
0x357e4,rpmFuelCalculation
0x357f6,tableInterpolationLookup
0x0001078e,initVp44BufferAddresses
0x0001403e,engineOperatingModeStateTrackingSlowCycle40Coordinator
0x0001462e,protectionPercentageCalculator
0x0001485a,protectionState0FaultDurationCounter
0x0001517c,protectionStateValidator
0x0001685c,fuelTimingOilPressureModeController
0x0001721e,phase2_slot_2_handler
0x0001724e,phase2_slot_4_handler
0x0001727e,phase2_slot_6_handler
0x0001743c,emptySlowCycle8Placeholder
0x0001743e,emptySlowCycle8PlaceholderCase7
0x0001744e,rpmBasedFuelLimiterCoordinator
0x0001745c,secondaryMonitoringWrapper
0x0001746c,diagnosticMonitoringCoordinator
0x0001748e,ioControlSlowCycle10Coordinator
0x0001749e,diagnosticCommunicationSlowCycle10Coordinator
0x0001752c,fuelCalculationSlowCycle20Coordinator
0x0001753c,fuelSmokeLimiterSlowCycle20Coordinator
0x0001754c,derateProtectionSlowCycle20Coordinator
0x0001757e,vp44FsoFaultMonitoringSlowCycle20Coordinator
0x0001759e,vp44DiagnosticControlSlowCycle20Coordinator
0x0001832a,initFuelDemandCalculationSystem
0x0001842a,emptyInit2
0x0001842c,canPinVp44StatusController
0x0001848e,fuel_timing_calculation_with_fault_checking
0x0001863e,fuel_delivery_controller
0x0001883a,fuelRpmDeviationCalculator
0x0001892a,fuel_limit_arbitrator
0x0001920a,canMessageInterruptHandlerSetup
0x0001958c,tpuChannelIsrRegister
0x0001977e,initVectorTable
0x0002588c,systemControl74
0x0002604e,oil_pressure_protection_controller
0x0002621c,initOilPressureMonitoring
0x0002622e,initMIOS14Timers
0x2725a,coreSystemFunction
0x0002729a,diagnosticServiceDispatcher
0x2732e,canTransmissionTrigger
0x0002787e,canTransmissionController
0x2793e,diagnosticDataDump
0x0002880e,fuelStatisticsTracker
0x0002939c,initInternalRamAndCAN1
0x2956a,ambientConditionsPGN_65269_Builder
0x0003211a,vp44SensorDiagnosticControl
0x0003544a,vp44FsoFaultEnableController
0x00010504,vp44_communication_state_machine
0x00011060,phase2_sensor_data_processor
0x00012356,initVP44StatusMonitoring
0x00012376,initCANBus
0x00012484,diagnosticCommandDispatcher
0x00013144,parameterCircularBufferWrite
0x00013240,emptyPlaceholderFunction
0x00013242,tpuTransmissionTrigger
0x00013890,canControllerConfigInit
0x00013930,rpmBasedFuelLimitCalculator
0x00014090,frictionalLoadTorqueTransitionHandler
0x00014174,engineOperatingModeStateMachine
0x00014536,engineOperatingModeInit
0x00014546,engineProtectionMultiStateSlowCycle40Coordinator
0x00014664,engineProtectionSystemInit
0x00015038,protectionCalculationHelper
0x00015078,protectionStateProcessor
0x00015272,protectionState3bRpmMonitor
0x00015448,protectionState2ThresholdCalculator
0x00017164,dutyCycleMonitorBufferInit
0x00017236,phase2_slot_3_handler
0x00017266,phase2_slot_5_handler
0x00017296,phase2_slot_7_handler
0x00017334,engine_control_cycle
0x00017366,engineDiagnosticSystemCoordinator
0x00017404,auxiliarySystemControlWrapper
0x00017412,slowCycle8Coordinator
0x00017426,boostPressureControlCoordinator
0x00017434,boost_pressure_control_wrapper
0x00017440,rpm_control_system
0x00017464,slowCycle10Coordinator
0x00017486,epsSignalMonitoringCoordinator
0x00017496,shutdownProtectionSlowCycle10Coordinator
0x00017504,fuelTimingCoordinator
0x00017512,slowCycle20ExtendedCoordinator
0x00017534,sensorStatusHistorySlowCycle20Coordinator
0x00017544,camSyncDiagnosticProcessingSlowCycle20Coordinator
0x00017554,vp44ProtectionSlowCycle20Coordinator
0x00017568,vp44FsoFaultDetectionSlowCycle20Coordinator
0x00017570,vp44DiagnosticFaultMonitoringSlowCycle20Coordinator
0x00017586,emptySlowCycle20PlaceholderCase15
0x00017588,dzgTimingAndPressureSlowCycle10Coordinator
0x00017590,engineModeBasedOutputControlSlowCycle20Coordinator
0x00018428,emptySlowCycle20PlaceholderCase16
0x00018590,fuelLimitParameterPointerSetup
0x00018620,shutdownMinimumSelector19
0x00019076,fuelTimingModeInit
0x00020462,mainSystemInitialization
0x00020918,canTransmissionScheduler
0x00020980,mainCanTransmissionLoop
0x00025476,diagnosticResponseBuilder
0x00025596,main
0x00025768,systemControl64
0x00026110,oil_pressure_shutdown_controller
0x00027168,insiteParameterParser
0x27300,systemControlFunction1
0x27514,systemControlFunction3
0x00028546,emptyInitPlaceholder
0x00029422,diagnosticSessionValidator
0x00029796,j1939MessageSetup_PGN_65265
0x29868,engineSerialNumberPGN_65259_Builder
0x00030226,outputControlState2Handler
0x00030314,outputControlState4Handler
0x00030896,outputControlState5FaultHandler
0x00031306,vp44FaultRegisterBit2Monitor
0x00031768,vp44InjectionSystemStateController
0x00031814,fuelTemperatureLimitingPrimary
0x00032380,dzgTimingAndPressureControlStateMachine
0x00033254,initOilPressureProtectionPointers
0x00034782,vp44FsoFaultDetectionAndProtectionController
0x00034976,vp44FsoFaultBit0Monitor
0x00035228,multiParameterMinimumSelector
0x35298,systemStatusMonitor
0x35560,lookupTableInterpolation
0xE052,sendCanSingleFrame
0xE180,sendCanMessage
0xd8b4,param_interpolate
0xd57c,paramSystemModeController
0xd69c,param_lookup_2
0xd632,param_lookup_1
0xd756,param_lookup_3
0xfa40,systemFunction8xMaximum
0x0000c1f0,emptyStubFunction1
0x0000c262,emptyStubFunction2
0x0000c8c2,acceleratorThrottleFaultDetector
0x0000c9f0,insiteParameterTableIterator
0x0000cc34,diagnosticCodeTableSearch
0x0000cc64,insiteCommandByteDispatcher
0x0000dbc2,fuelBlendTablePointerSetup
0x0000dc28,ioControlBasedFuelCalculator
0x00012966,safeDivideWithClamp
0x00012a26,clampedDivisionCalculator
0x00012b30,limitedDivisionCalculator
0x00013134,circularBufferEmptyCheck
0x0000ebb0,timingAccumulatorUpdate
0x0000f524,pwmFuelDemandOutputCalculator
0x0000dd72,throttleTablePointerSetup
0x0000ddb4,bufferDecreasingPatternCheck
0x0000de50,bufferThresholdValidator
0x0000def4,throttlePositionValidator
0x0000e1aa,sendJ1939MultiFrameWrapper
0x0000e1b8,arrayRangeSum
0x0000e1ce,memoryPatchCountDecrement
0x0000ebf2,calibrationDataCopyWithChecksum
0x0000eca4,calibrationDataCopySecondary
0x0000ed52,eepromCalibrationWritePrimary
0x0000ef80,eepromCalibrationWriteSecondary
0x0000f8e4,eepromWriteWrapper
0x0000f906,systemResetWithDiagnostic
0x0000fcb0,crc16Calculate
0x0000fd02,memoryPatchCrcCalculate
0x00010366,timingAccumulatorClampedUpdate
0x0000c1f2,modeBasedDataDispatcher
0x0000c260,emptyStubFunction3
0x00010466,circularBufferWriteWithStatus
0x00010ad8,initHourMeterConversionData
0x00010c98,writeHourMeterConversionData
0x00010f08,fuelDemandPercentageCalculator
0x00010fee,diagnosticCodeDebounceHandler
0x000111a2,diagnosticQueueIterator
0x000111de,oldestDiagnosticTimestampSearch
0x0001124a,diagnosticCodeRegistrar
0x0001133c,diagnosticCodeClearHandler
0x0001147c,diagnosticCodeMaskedClear
0x000115b2,diagnosticStateMachineProcessor
0x00012482,emptyStubFunction4
0x00013a1e,fuelTimingModeBlendCalculator
0x00014cfc,protectionThresholdPointerInit
0x0001542a,shutdownMinimumSelector29
0x0001562e,initShutdownLimitVariables
0x0001566a,can1TimerBufferInit
0x0001578c,delayWithWatchdogServiceWrapper
0x00015794,emptyStubFunction5
0x00015796,rpmTimerInterruptHandler
0x00015968,can1TimerBufferInitAlt
0x00015a8a,can1MessageTransmitInit
0x00015b48,emptyStubFunction6
0x00015b4a,rpmTimerInterruptHandlerAlt
0x00015e96,rpmTimingDeltaComparator
0x00015f26,rpmTimingDeltaComparatorWithReturn
0x00015fb6,can1TimerBufferInitDivided
0x000160e2,can1MessageTransmitInit2
0x00016190,emptyStubFunction7
0x00016192,rpmTimerInterruptHandler2
0x000163f8,can1TimerBufferInitConditional
0x00016548,delayWithWatchdogServiceWrapper2
0x00016550,emptyStubFunction8
0x00016552,rpmTimerInterruptHandler3
0x00016622,throttleTimeAccumulatorProcessor
0x00017278,timerAccumulatorWithWatchdog
0x00017ca6,circularBufferPush
0x00017ce2,circularBufferPop
0x00017d1a,circularBufferInit
0x00017ed4,flashEraseWithWatchdog
0x0001802e,flashEraseFromRam
0x0001805c,flashProgramWordWithWatchdog
0x00018174,flashProgramFromRam
0x000181bc,diagnosticStatusDefaultSetter
0x000190d8,serialNodeAddressChecker
0x00019108,serialNodeAddressForwarder
0x0001917c,serialPort1IsrHandler
0x00019216,emptyStubWrapper1
0x00019228,modeBasedDataDispatcherWrapper
0x0001923a,serialPort2IsrHandler
0x000192d0,tpuTimerChannelEnable
0x000192f2,epsPositionSensorIsrHandler
0x00019598,serialTransmitHandler
0x0001965a,serialReceiveBufferProcessor
0x00019738,interruptCounter1Increment
0x0001976e,interruptCounter2Increment
0x000197c8,bitPatternToIndexConverter
0x0001984e,insiteMultiFrameResponseBuilder
0x00019952,insiteMultiFrameContinuation
0x0001a398,diagnosticMessage46Builder
0x0001ad50,diagnosticMessage54Builder
0x0001ae20,j1939TimeoutDataClearHandler
0x0001ae74,j1939MessageTypeCounter
0x0001b082,j1939TorqueControlModeParser
0x0001b150,j1939TorqueControlModeClear
0x0001b160,j1939TorqueControlModeSet
0x0001b56e,j1939DataCopyWrapper
0x0001b5b6,j1939DataCopyWrapper2Byte
0x0001b604,j1939DataCopyWrapper2ByteAlt
0x0001b668,j1939DataCopyWrapperExtended
0x0001b6ce,memoryOperationFromMessage
0x0001b716,memoryOperationFromMessageExtended
0x0001b8b8,diagnosticGroupPositionBufferStore
0x0001b916,diagnosticGroupSnapshotCapture
0x0001bc1e,byteSwap32
0x0001bc52,byteSwap16
0x0001bc74,ioControlBitMapper
0x0001bc9c,canDiagnosticResponseSender
0x0001c440,vp44CanFrameBuilder
0x0001c60e,vp44MultiFrameResponseHandler
0x0001c87e,diagnosticParamRequestHandlerWrapper
0x0001c88c,vp44FuelTempHandlerWrapper
0x0001c89a,diagnosticStatusRequestHandlerWrapper
0x0001c8a8,diagnosticErrorHandlerWrapper
0x0001cb18,multiPacketBufferAllocator
0x0001cb6e,vp44DiagnosticBufferPointersInit
0x0001cbc2,fuelArbitratorResetHandler
0x0001cbfe,fuelArbitratorVariablesReset
0x0001d1ec,ioControlTimeoutTableLookup
0x0001d228,ioControlEntryAdd
0x0001d268,ioControlTimeoutEntryAdd
0x0001d3b8,ioControlEntryRemove
0x0001d80c,ioControlMaskStateMachine
0x0001d8cc,ioControlToggleCycle
0x0001d904,ioControlLampStateMachine
0x0001d9ea,ioControlDigitDisplaySequencer
0x0001dae8,activeFaultCodeIteratorForward
0x0001db2e,activeFaultCodeIteratorBackward
0x0001db66,faultCodeDisplayController
0x0001dd00,activeFaultLampStateMachine
0x0001dfc2,faultLampBlinkPatternGenerator
0x0001e050,waitToStartLampBlinkPattern
0x0001e0d6,periodicLampFlashController
0x0001e2d2,epsDiagnosticModeChecker
0x0001e33a,epsDiagnosticSnapshotCapture
0x0001e358,epsDiagnosticVariablesInit
0x0001e3dc,governorFuelModeBlendCalculator
0x0001e78e,governorPidFuelCalculator
0x0001e92e,epsAccelerationMonitor
0x0001eade,epsRpmTrackingInit
0x0001eaf6,epsControlModeReset
0x0001eafe,epsOverrideChecker
0x0001eb2a,epsControlModeSelector
0x0001eb86,epsInitializationWrapper
0x0001eb94,epsControlModeInit
0x0001ebcc,epsDiagnosticModeHandler
0x0001ecee,epsCounterReset
0x0001ee2c,epsRpmTargetModeChecker
0x0001ef20,qadcDataCollectionStateMachine
0x0001f068,tpuQadcInterruptHandler
0x0001f08e,emptyStubWrapper2
0x0001fa00,insiteActiveFaultListBuilder
0x0001fafe,insiteFaultDetailBuilder
0x0001fec4,insiteEcuIdResponseBuilder
0x0002003c,insiteCapacityResponseBuilder
0x0002011c,insiteVersionInfoBuilder
0x00020780,phase4InitSequence
0x00020de4,vp44StatusInitAndWait
0x00024d06,huffmanTreeBuilder
0x00024e58,huffmanDecompress
0x00024efc,huffmanDecompressMain
0x00024f36,busyWaitDelayLoop
0x00024f50,portPinTestSequence1
0x00025020,waitForPortPinStable
0x0002504e,portPinTestSequence2
0x00025108,tpuAndQadcVerification
0x000251f4,hardwareInitAndStartup
0x00025356,ramClearWithWatchdog
0x000253a6,flashBootloaderProgrammer
0x0002544a,dataBufferCopy
0x000258c8,memoryPatchBufferInit
0x00025ece,fuelDemandProportionalCalculator
0x00025fda,fuelDemandScaleFactorCalculator
0x000260ec,rpmSnapshotCapture
0x000260fe,fuelDemandTablePointerInit
0x00027314,diagnosticResponseHandler2
0x00027342,diagnosticServiceByteHandler
0x000273d4,fuelArbitratorMessageHandler
0x00027528,torqueControlModeHandler
0x000278be,diagnosticServiceDispatcherByPgn
0x000279ee,retarderModeThresholdCalculator
0x00027aca,retarderPercentageScaler
0x00027afa,retarderControlModeHandler
0x00027e3e,torqueControlAddressDispatcher
0x00027e9c,diagnosticTableEntryRemover
0x00027ef0,diagnosticTableEntryClear
